"Prov","cn","Aou","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst","st_abrev"
"11","Purple Martin",6110,18760.75,17001.5,0.635520480195703,6518.7,35533.6,2849.475,45450.925,18800,17000,6520,35500,2850,45500,"BC"
"11","Northern Saw-whet Owl",3720,20043.25,15752.5,0.80122000790119,2910,44017.7,0,56621.6,20000,15800,2910,44000,0,56600,"BC"
"11","Northern Flicker",4120,109382.15,104061,0.358405335598559,67157.9,172201.8,51945.675,190460.875,109000,104000,67200,172000,51900,190000,"BC"
"11","Bald Eagle",3520,170151.39,162174,0.289176485665288,115706.2,244977.6,90549.125,278379.975,170000,162000,116000,245000,90500,278000,"BC"
"11","American Kestrel",3600,100846.93,99006.5,0.232431490845163,71134.8,129881.7,62483.375,149381.9,101000,99000,71100,130000,62500,149000,"BC"
"11","Yellow Warbler",6520,8352640.77,8415091.5,0.135710747994674,6768268.7,9820303.8,6409969.65,10462422.45,8350000,8420000,6770000,9820000,6410000,10500000,"BC"
"11","Ring-necked Pheasant",3091,58649.97,51206,0.522153982511683,24934.3,100766.1,10075.125,119193.85,58600,51200,24900,101000,10100,119000,"BC"
"11","Rock Pigeon",3131,407593.48,367764,0.463638564932793,185618.8,672922.7,128245.725,835661.875,408000,368000,186000,673000,128000,836000,"BC"
"11","American Goldfinch",5290,681580.45,655801.5,0.239960378877063,507553,893928.1,420656.625,1037894.475,682000,656000,508000,894000,421000,1040000,"BC"
"11","Cedar Waxwing",6190,7076953.43,6877987,0.169148117845794,5742585.2,8628972.6,5214977.25,9809211.24999999,7080000,6880000,5740000,8630000,5210000,9810000,"BC"
"11","Vesper Sparrow",5400,1051672,1018629.5,0.329134262415802,665538,1486309.3,586071,1881382.3,1050000,1020000,666000,1490000,586000,1880000,"BC"
"11","Northern Rough-winged Swallow",6170,1608461.44,1551894,0.354192800230714,970555.6,2331663.1,790170.35,2971051.15,1610000,1550000,971000,2330000,790000,2970000,"BC"
"11","Violet-green Swallow",6150,1110880.96,1067058.5,0.270414771661676,741361.7,1542305.4,636855.425,1730860.5,1110000,1070000,741000,1540000,637000,1730000,"BC"
"11","Black-and-white Warbler",6360,544764.62,555585,0.30931976963028,343721.9,752120.3,231835.975,866704.8,545000,556000,344000,752000,232000,867000,"BC"
"11","American Three-toed Woodpecker",4010,306841.45,285021.5,0.503702367295384,123591.3,544826.3,77246.4,620945.55,307000,285000,124000,545000,77200,621000,"BC"
"11","Red-tailed Hawk",3370,81863.97,79712.5,0.195430187115871,63401.5,100713.5,56012.375,121162.05,81900,79700,63400,101000,56000,121000,"BC"
"11","Ruby-crowned Kinglet",7490,8009926.15,7675472.5,0.158040496995799,6609033.5,9753656.2,6170892.325,10898574.1,8010000,7680000,6610000,9750000,6170000,10900000,"BC"
"11","Gray-cheeked Thrush",7570,1112289.58,1100343,0.947367523119757,0,2627353.6,0,3319713.675,1110000,1100000,0,2630000,0,3320000,"BC"
"11","Hutton's Vireo",6320,74610.02,69341,0.323791416623666,47573,106978.1,39428.875,130221.125,74600,69300,47600,107000,39400,130000,"BC"
"11","Osprey",3640,51820.73,48651,0.3493299599166,34435.5,75125.9,23854.175,97924.075,51800,48700,34400,75100,23900,97900,"BC"
"11","Pine Siskin",5330,18849287.05,18141300.5,0.234007569842742,13015663.5,24759552.3,11611785.9,28713981.65,18800000,18100000,1.3e+07,24800000,11600000,28700000,"BC"
"11","Western Kingbird",4470,112625.9,112486.5,0.248531096568307,73297.6,154821.7,65137.25,166179.65,113000,112000,73300,155000,65100,166000,"BC"
"11","Blackpoll Warbler",6610,1204571.68,1119541,0.474049509939993,594281.5,2040086.4,359292.275,2519699.875,1200000,1120000,594000,2040000,359000,2520000,"BC"
"11","Rufous Hummingbird",4330,10846176.37,10358226.5,0.337851323295738,6704764.1,16717370.8,6363265.825,19023045.775,10800000,10400000,6700000,16700000,6360000,1.9e+07,"BC"
"11","Savannah Sparrow",5420,7366235.92,6995976,0.247851101266303,5229639.4,9763168.6,4455494.4,11293002.475,7370000,7e+06,5230000,9760000,4460000,11300000,"BC"
"11","Black-throated Green Warbler",6670,5395.57,5188,0.593149415604539,779.4,9648.7,0,12168.825,5400,5190,779,9650,0,12200,"BC"
"11","Steller's Jay",4780,290098.45,268753.5,0.273549829745494,209216.1,400117.8,172307.475,450746.8,290000,269000,209000,4e+05,172000,451000,"BC"
"11","Olive-sided Flycatcher",4590,295078.66,284923.5,0.223368032406171,227482.2,377545.3,171374.875,433926.075,295000,285000,227000,378000,171000,434000,"BC"
"11","Chipping Sparrow",5600,22281630.33,22133856.5,0.141294816006796,18479545.3,26761616.4,17005297.85,28576063.325,22300000,22100000,18500000,26800000,1.7e+07,28600000,"BC"
"11","Mountain Chickadee",7380,1811798.17,1725810.5,0.272742013070052,1240405.1,2653387.9,1185364.4,2856225.85,1810000,1730000,1240000,2650000,1190000,2860000,"BC"
"11","Bank Swallow",6160,326452.07,280858,0.676302598567636,102583.9,591588.4,61604.25,912909.174999999,326000,281000,103000,592000,61600,913000,"BC"
"11","Common Raven",4860,458010.62,452056.5,0.139355915881123,380343.5,553229.6,355061.35,583349.025,458000,452000,380000,553000,355000,583000,"BC"
"11","Common Yellowthroat",6810,3887282.17,3908407,0.136899438449699,3200039.8,4529430.4,2840769.7,4801185.325,3890000,3910000,3200000,4530000,2840000,4800000,"BC"
"11","Anna's Hummingbird",4310,833735.64,657625.5,0.82706591255997,265428.5,1570177.9,183454.775,3134171.65,834000,658000,265000,1570000,183000,3130000,"BC"
"11","Dusky Grouse",2970,1327.31,1019.5,0.871294916424586,186,2762.4,47.025,4446.875,1330,1020,186,2760,47,4450,"BC"
"11","Blue Jay",4770,3842.04,3508,0.609390308941565,887,7102.9,381.775,9238.125,3840,3510,887,7100,382,9240,"BC"
"11","American Crow",4880,796673.26,783715.5,0.183661351977602,613829.6,965870.5,579464.425,1128616.1,797000,784000,614000,966000,579000,1130000,"BC"
"11","Black-chinned Hummingbird",4290,315120.32,158232.5,1.20748941931024,6507,786220,0,1403059.275,315000,158000,6510,786000,0,1400000,"BC"
"11","Band-tailed Pigeon",3120,241961.58,219791.5,0.410413709058963,135458,382595.5,121587.275,472437.275,242000,220000,135000,383000,122000,472000,"BC"
"11","Wilson's Warbler",6850,10206077.02,9274804,0.448752490439229,4939361.5,16932580.7,3593866.225,21033238.7,10200000,9270000,4940000,16900000,3590000,2.1e+07,"BC"
"11","Rusty Blackbird",5090,193859.37,165256,0.578828970958044,81659.7,338777.9,15600.2,416795.4,194000,165000,81700,339000,15600,417000,"BC"
"11","Marsh Wren",7250,333593.3,327369,0.314654547745629,194449.4,474214.2,145897.15,532114.3,334000,327000,194000,474000,146000,532000,"BC"
"11","Black-headed Grosbeak",5960,749764.09,724686,0.199486217408128,565885.9,947200.5,485542.4,1048313.25,750000,725000,566000,947000,486000,1050000,"BC"
"11","Boreal Chickadee",7400,896959.77,905714.5,0.382879069351824,477284.2,1334211.3,311735.8,1612146,897000,906000,477000,1330000,312000,1610000,"BC"
"11","Bullock's Oriole",5080,231701.99,227355.5,0.3654706496931,127348.3,347245.1,92409.025,392781.85,232000,227000,127000,347000,92400,393000,"BC"
"11","Red-breasted Sapsucker",4030,1281379.73,1249713.5,0.229860251511491,917441.8,1621143.1,794302.025,1988240,1280000,1250000,917000,1620000,794000,1990000,"BC"
"11","Pacific Wren",7221,2359089.75,2286630.5,0.280184781986794,1589181.5,3299342.9,1271768.425,3616038.2,2360000,2290000,1590000,3300000,1270000,3620000,"BC"
"11","Cape May Warbler",6500,4866.89,3729.5,0.881840901671896,0,10976.5,0,16136.7,4870,3730,0,11000,0,16100,"BC"
