"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Bronzed Cowbird",4960,4773023.54651163,4627063.95348837,3522825.58139535,6164681.20155039,3194159.15697674,6986194.5251938,4773023.54651163,4627063.95348837,3522825.58139535,6164681.20155039,3194159.15697674,6986194.5251938,492576.03,477513,363555.6,636195.1,329637.225,720975.275,4770000,4630000,3520000,6160000,3190000,6990000,4770000,4630000,3520000,6160000,3190000,6990000,493000,478000,364000,636000,330000,721000,3,3,2,3,2,FALSE,FALSE
"Yellow-headed Blackbird",4970,47750063.4314904,47366651.1418269,42024597.4559295,53806004.5072115,40212963.0909455,56922678.2852564,47750063.4314904,47366651.1418269,42024597.4559295,53806004.5072115,40212963.0909455,56922678.2852564,47673663.33,47290864.5,41957358.1,53719914.9,40148622.35,56831602,47800000,47400000,4.2e+07,53800000,40200000,56900000,47800000,47400000,4.2e+07,53800000,40200000,56900000,47700000,47300000,4.2e+07,53700000,40100000,56800000,2,2,1,2,1,TRUE,TRUE
"Red-winged Blackbird",4980,559047915.086768,559015614.425163,536913898.915401,579011045.661605,531675710.059653,592103300.623644,559047915.086768,559015614.425163,536913898.915401,579011045.661605,531675710.059653,592103300.623644,515442177.71,515412396.5,495034614.8,533848184.1,490205004.675,545919243.175,5.59e+08,5.59e+08,5.37e+08,5.79e+08,5.32e+08,5.92e+08,5.59e+08,5.59e+08,5.37e+08,5.79e+08,5.32e+08,5.92e+08,5.15e+08,5.15e+08,4.95e+08,5.34e+08,4.9e+08,5.46e+08,1,1,1,1,1,TRUE,TRUE
"Tricolored Blackbird",5000,614366.358427983,586800.180922706,345726.002613328,934582.370087446,260785.104030556,1076648.73354106,614366.358427983,586800.180922706,345726.002613328,934582.370087446,260785.104030556,1076648.73354106,611233.09,583807.5,343962.8,929816,259455.1,1071157.825,614000,587000,346000,935000,261000,1080000,614000,587000,346000,935000,261000,1080000,611000,584000,344000,930000,259000,1070000,3,4,3,4,3,FALSE,TRUE
"Eastern Meadowlark",5010,69235245.7230769,69348905.3846154,65485613.2307692,72857115.0769231,64378464.3461538,74356965.7692308,69235245.7230769,69348905.3846154,65485613.2307692,72857115.0769231,64378464.3461538,74356965.7692308,45002909.72,45076788.5,42565648.6,47357124.8,41846001.825,48332027.75,69200000,69300000,65500000,72900000,64400000,74400000,69200000,69300000,65500000,72900000,64400000,74400000,4.5e+07,45100000,42600000,47400000,41800000,48300000,1,1,1,1,1,TRUE,TRUE
"Western Meadowlark",5011,91717454.8505847,91614126.7864877,87721880.5760069,95793241.5547856,85980936.4714162,97644982.2163274,91717454.8505847,91614126.7864877,87721880.5760069,95793241.5547856,85980936.4714162,97644982.2163274,84710241.3,84614807.5,81019928.9,88474637.9,79411992.925,90184905.575,91700000,91600000,87700000,95800000,8.6e+07,97600000,91700000,91600000,87700000,95800000,8.6e+07,97600000,84700000,84600000,8.1e+07,88500000,79400000,90200000,1,1,1,1,1,TRUE,TRUE
"Audubon's Oriole",5030,2639170,2720500,1554120.83333333,3494745.83333333,1332032.29166667,4463247.91666667,2639170,2720500,1554120.83333333,3494745.83333333,1332032.29166667,4463247.91666667,63340.08,65292,37298.9,83873.9,31968.775,107117.95,2640000,2720000,1550000,3490000,1330000,4460000,2640000,2720000,1550000,3490000,1330000,4460000,63300,65300,37300,83900,32000,107000,3,3,3,3,3,FALSE,FALSE
"Scott's Oriole",5040,4734499.51690821,4742524.15458937,4108271.25603865,5448769.56521739,3660840.88164251,5643781.09903382,4734499.51690821,4742524.15458937,4108271.25603865,5448769.56521739,3660840.88164251,5643781.09903382,1960082.8,1963405,1700824.3,2255790.6,1515588.125,2336525.375,4730000,4740000,4110000,5450000,3660000,5640000,4730000,4740000,4110000,5450000,3660000,5640000,1960000,1960000,1700000,2260000,1520000,2340000,3,3,2,3,2,TRUE,TRUE
"Hooded Oriole",5050,776351.872805306,762075.692547796,620613.538821693,963853.492001561,578812.719469372,1064489.07530238,776351.872805306,762075.692547796,620613.538821693,963853.492001561,578812.719469372,1064489.07530238,397957.97,390640,318126.5,494071.3,296699.4,545657.1,776000,762000,621000,964000,579000,1060000,776000,762000,621000,964000,579000,1060000,398000,391000,318000,494000,297000,546000,3,3,3,3,3,FALSE,FALSE
"Orchard Oriole",5060,83297545.3559322,82967054.8022599,78635108.3615819,88561550.960452,76230287.3163842,91298834.6892655,83297545.3559322,82967054.8022599,78635108.3615819,88561550.960452,76230287.3163842,91298834.6892655,73718327.64,73425843.5,69592070.9,78376972.6,67463804.275,80799468.7,83300000,8.3e+07,78600000,88600000,76200000,91300000,83300000,8.3e+07,78600000,88600000,76200000,91300000,73700000,73400000,69600000,78400000,67500000,80800000,1,1,1,1,1,TRUE,TRUE
"Baltimore Oriole",5070,48681850.72,48776463.5,45781584.7,51070172.5,44332767.55,52464336.775,48681850.72,48776463.5,45781584.7,51070172.5,44332767.55,52464336.775,48681850.72,48776463.5,45781584.7,51070172.5,44332767.55,52464336.775,48700000,48800000,45800000,51100000,44300000,52500000,48700000,48800000,45800000,51100000,44300000,52500000,48700000,48800000,45800000,51100000,44300000,52500000,2,2,1,2,1,TRUE,TRUE
"Bullock's Oriole",5080,39655503.3197371,39468088.6018581,37083943.3491956,42083697.9379107,35562081.1522774,44215261.9249943,39655503.3197371,39468088.6018581,37083943.3491956,42083697.9379107,35562081.1522774,44215261.9249943,34999947.23,34834535,32730288.4,37143071.8,31387092.825,39024390.175,39700000,39500000,37100000,42100000,35600000,44200000,39700000,39500000,37100000,42100000,35600000,44200000,3.5e+07,34800000,32700000,37100000,31400000,3.9e+07,2,2,2,2,2,TRUE,TRUE
"Rusty Blackbird",5090,21637736.12,21199798,16829633.8,27624177.3,15594569.225,31161578.25,21637736.12,21199798,16829633.8,27624177.3,15594569.225,31161578.25,21637736.12,21199798,16829633.8,27624177.3,15594569.225,31161578.25,21600000,21200000,16800000,27600000,15600000,31200000,21600000,21200000,16800000,27600000,15600000,31200000,21600000,21200000,16800000,27600000,15600000,31200000,2,2,2,2,2,TRUE,TRUE
"Brewer's Blackbird",5100,147690958.579048,146677164.637214,138720215.960551,156613029.48576,136221343.614773,163224751.761095,147690958.579048,146677164.637214,138720215.960551,156613029.48576,136221343.614773,163224751.761095,146760505.54,145753098.5,137846278.6,155626367.4,135363149.15,162196435.825,1.48e+08,1.47e+08,1.39e+08,1.57e+08,1.36e+08,1.63e+08,1.48e+08,1.47e+08,1.39e+08,1.57e+08,1.36e+08,1.63e+08,1.47e+08,1.46e+08,1.38e+08,1.56e+08,1.35e+08,1.62e+08,1,1,1,1,1,TRUE,TRUE
"Common Grackle",5110,380470853.12,380670122,367831838.9,393879866.7,359943290.7,404145841.9,380470853.12,380670122,367831838.9,393879866.7,359943290.7,404145841.9,380470853.12,380670122,367831838.9,393879866.7,359943290.7,404145841.9,3.8e+08,3.81e+08,3.68e+08,3.94e+08,3.6e+08,4.04e+08,3.8e+08,3.81e+08,3.68e+08,3.94e+08,3.6e+08,4.04e+08,3.8e+08,3.81e+08,3.68e+08,3.94e+08,3.6e+08,4.04e+08,1,1,1,1,1,TRUE,TRUE
"Great-tailed Grackle",5120,24967884.3400871,25534058.8903617,20439384.7756107,28527487.7864041,19416829.1043363,30738630.0416588,24967884.3400871,25534058.8903617,20439384.7756107,28527487.7864041,19416829.1043363,30738630.0416588,13185539.72,13484536.5,10794039.1,15065366.3,10254027.45,16233070.525,2.5e+07,25500000,20400000,28500000,19400000,30700000,2.5e+07,25500000,20400000,28500000,19400000,30700000,13200000,13500000,10800000,15100000,10300000,16200000,2,2,2,2,2,TRUE,TRUE
"Boat-tailed Grackle",5130,38953562.9,38392458.5,27618459.6,51583938.9,25342216.625,57704793.5,38953562.9,38392458.5,27618459.6,51583938.9,25342216.625,57704793.5,38953562.9,38392458.5,27618459.6,51583938.9,25342216.625,57704793.5,3.9e+07,38400000,27600000,51600000,25300000,57700000,3.9e+07,38400000,27600000,51600000,25300000,57700000,3.9e+07,38400000,27600000,51600000,25300000,57700000,2,2,1,2,1,TRUE,TRUE
"Evening Grosbeak",5140,8723158.73183063,8717040.23593849,7648347.79860965,9909016.53676006,6837921.81904361,10297567.9639772,8723158.73183063,8717040.23593849,7648347.79860965,9909016.53676006,6837921.81904361,10297567.9639772,8281766.9,8275958,7261341.4,9407620.3,6491922.975,9776511.025,8720000,8720000,7650000,9910000,6840000,10300000,8720000,8720000,7650000,9910000,6840000,10300000,8280000,8280000,7260000,9410000,6490000,9780000,2,2,2,2,2,TRUE,TRUE
"Pine Grosbeak",5150,37246187.96,37251996,30822356.2,45581758.8,26304362.6,47980537.1,18623093.98,18625998,15411178.1,22790879.4,13152181.3,23990268.55,18623093.98,18625998,15411178.1,22790879.4,13152181.3,23990268.55,37200000,37300000,30800000,45600000,26300000,4.8e+07,18600000,18600000,15400000,22800000,13200000,2.4e+07,18600000,18600000,15400000,22800000,13200000,2.4e+07,2,2,2,2,2,TRUE,TRUE
"Purple Finch",5170,35014198.26,35100232,33161616.1,37302748.9,31623261.85,37869785.05,35014198.26,35100232,33161616.1,37302748.9,31623261.85,37869785.05,35014198.26,35100232,33161616.1,37302748.9,31623261.85,37869785.05,3.5e+07,35100000,33200000,37300000,31600000,37900000,3.5e+07,35100000,33200000,37300000,31600000,37900000,3.5e+07,35100000,33200000,37300000,31600000,37900000,2,2,2,2,2,TRUE,TRUE
"Cassin's Finch",5180,10123298.7496249,10214281.2843853,8943092.72781834,11198550.5651696,8429385.49064719,11795690.9072722,10123298.7496249,10214281.2843853,8943092.72781834,11198550.5651696,8429385.49064719,11795690.9072722,10120261.76,10211217,8940409.8,11195191,8426856.675,11792152.2,10100000,10200000,8940000,11200000,8430000,11800000,10100000,10200000,8940000,11200000,8430000,11800000,10100000,10200000,8940000,11200000,8430000,11800000,2,2,2,2,2,TRUE,TRUE
"House Finch",5190,199330193.470834,199298012.779957,187830743.641655,212317855.118309,178730252.625585,221823079.495128,199330193.470834,199298012.779957,187830743.641655,212317855.118309,178730252.625585,221823079.495128,157530651.9,157505219.5,148442636.7,167794800.9,141250518.65,175306779.725,1.99e+08,1.99e+08,1.88e+08,2.12e+08,1.79e+08,2.22e+08,1.99e+08,1.99e+08,1.88e+08,2.12e+08,1.79e+08,2.22e+08,1.58e+08,1.58e+08,1.48e+08,1.68e+08,1.41e+08,1.75e+08,1,1,1,1,1,TRUE,TRUE
"Red Crossbill",5210,76998939.0854654,77148139.6298312,68548433.3151878,86538707.1311922,62704836.0097986,91227986.6630376,30796222.7520139,30855896.4728935,27416388.4171565,34611714.5656434,25079203.9516656,36487222.1859351,28289410.22,28344226.5,25184694.4,31794321,23037756.75,33517162.3,7.7e+07,77100000,68500000,86500000,62700000,91200000,30800000,30900000,27400000,34600000,25100000,36500000,28300000,28300000,25200000,31800000,2.3e+07,33500000,1,1,1,1,1,TRUE,TRUE
"White-winged Crossbill",5220,304276572.42,301599991,266623844.6,344234559.2,248559158.15,369718074.85,152138286.21,150799995.5,133311922.3,172117279.6,124279579.075,184859037.425,152138286.21,150799995.5,133311922.3,172117279.6,124279579.075,184859037.425,3.04e+08,3.02e+08,2.67e+08,3.44e+08,2.49e+08,3.7e+08,1.52e+08,1.51e+08,1.33e+08,1.72e+08,1.24e+08,1.85e+08,1.52e+08,1.51e+08,1.33e+08,1.72e+08,1.24e+08,1.85e+08,1,1,1,1,1,TRUE,TRUE
"Hoary Redpoll",5270,1719055.64,1383583,228015.6,3455855,110910.8,4377988.75,859527.82,691791.5,114007.8,1727927.5,55455.4,2188994.375,859527.82,691791.5,114007.8,1727927.5,55455.4,2188994.375,1720000,1380000,228000,3460000,111000,4380000,860000,692000,114000,1730000,55500,2190000,860000,692000,114000,1730000,55500,2190000,3,4,3,4,3,FALSE,TRUE
"Common Redpoll",5280,207150853,206396088.333333,158893034,262756681.333333,129491279.75,286142952.75,62145255.9,61918826.5,47667910.2,78827004.4,38847383.925,85842885.825,62145255.9,61918826.5,47667910.2,78827004.4,38847383.925,85842885.825,2.07e+08,2.06e+08,1.59e+08,2.63e+08,1.29e+08,2.86e+08,62100000,61900000,47700000,78800000,38800000,85800000,62100000,61900000,47700000,78800000,38800000,85800000,1,1,1,1,1,FALSE,TRUE
"American Goldfinch",5290,236805340.9,236634894.5,229607291.5,244058471.2,228074238.5,248640555.525,236805340.9,236634894.5,229607291.5,244058471.2,228074238.5,248640555.525,236805340.9,236634894.5,229607291.5,244058471.2,228074238.5,248640555.525,2.37e+08,2.37e+08,2.3e+08,2.44e+08,2.28e+08,2.49e+08,2.37e+08,2.37e+08,2.3e+08,2.44e+08,2.28e+08,2.49e+08,2.37e+08,2.37e+08,2.3e+08,2.44e+08,2.28e+08,2.49e+08,1,1,1,1,1,TRUE,TRUE
"Lesser Goldfinch",5300,77424713.511994,77550752.4362819,68510737.8185907,85295484.82009,64907264.6645427,88709064.9362819,77424713.511994,77550752.4362819,68510737.8185907,85295484.82009,64907264.6645427,88709064.9362819,41313827.13,41381081.5,36557329.7,45513670.7,34634516.425,47335157.05,77400000,77600000,68500000,85300000,64900000,88700000,77400000,77600000,68500000,85300000,64900000,88700000,41300000,41400000,36600000,45500000,34600000,47300000,1,1,1,1,1,TRUE,TRUE
"Lawrence's Goldfinch",5310,1277671.59870083,1217804.64332972,900158.306267292,1709816.91326837,757840.37050403,1912887.1947552,1277671.59870083,1217804.64332972,900158.306267292,1709816.91326837,757840.37050403,1912887.1947552,1062128.4,1012361,748301.6,1421370.8,629992.7,1590183.125,1280000,1220000,9e+05,1710000,758000,1910000,1280000,1220000,9e+05,1710000,758000,1910000,1060000,1010000,748000,1420000,630000,1590000,3,3,3,3,3,FALSE,TRUE
"Pine Siskin",5330,192962238.626929,190873205.960617,173267871.10165,219097450.133049,164522255.13571,238359341.112294,192962238.626929,190873205.960617,173267871.10165,219097450.133049,164522255.13571,238359341.112294,181288023.19,179325377,162785164.9,205842054.4,154568658.7,223938600.975,1.93e+08,1.91e+08,1.73e+08,2.19e+08,1.65e+08,2.38e+08,1.93e+08,1.91e+08,1.73e+08,2.19e+08,1.65e+08,2.38e+08,1.81e+08,1.79e+08,1.63e+08,2.06e+08,1.55e+08,2.24e+08,1,1,1,1,1,TRUE,TRUE
"Snow Bunting",5340,642124.72,540303,0,1448798.6,0,2468666.05,321062.36,270151.5,0,724399.3,0,1234333.025,321062.36,270151.5,0,724399.3,0,1234333.025,642000,540000,0,1450000,0,2470000,321000,270000,0,724000,0,1230000,321000,270000,0,724000,0,1230000,3,5,3,5,3,TRUE,FALSE
"Lapland Longspur",5360,690578500.02,675490142,421863197.4,1014938586.6,292253485.7,1249747308.7,345289250.01,337745071,210931598.7,507469293.3,146126742.85,624873654.35,345289250.01,337745071,210931598.7,507469293.3,146126742.85,624873654.35,6.91e+08,6.75e+08,4.22e+08,1.01e+09,2.92e+08,1.25e+09,3.45e+08,3.38e+08,2.11e+08,5.07e+08,1.46e+08,6.25e+08,3.45e+08,3.38e+08,2.11e+08,5.07e+08,1.46e+08,6.25e+08,1,1,1,1,1,TRUE,TRUE
"Smith's Longspur",5370,407600.69,345743,49683.6,927787.4,10371.9,1248501.2,407600.69,345743,49683.6,927787.4,10371.9,1248501.2,407600.69,345743,49683.6,927787.4,10371.9,1248501.2,408000,346000,49700,928000,10400,1250000,408000,346000,49700,928000,10400,1250000,408000,346000,49700,928000,10400,1250000,4,5,3,5,3,FALSE,FALSE
"Chestnut-collared Longspur",5380,8491126.59,8398580.5,6217556.4,10702069.7,5438891.625,12016989.25,8491126.59,8398580.5,6217556.4,10702069.7,5438891.625,12016989.25,8491126.59,8398580.5,6217556.4,10702069.7,5438891.625,12016989.25,8490000,8400000,6220000,10700000,5440000,1.2e+07,8490000,8400000,6220000,10700000,5440000,1.2e+07,8490000,8400000,6220000,10700000,5440000,1.2e+07,2,2,2,2,2,TRUE,TRUE
"Thick-billed Longspur",5390,3465605.2,3453520,2080830.4,4848798.1,1585126.825,5567467.25,3465605.2,3453520,2080830.4,4848798.1,1585126.825,5567467.25,3465605.2,3453520,2080830.4,4848798.1,1585126.825,5567467.25,3470000,3450000,2080000,4850000,1590000,5570000,3470000,3450000,2080000,4850000,1590000,5570000,3470000,3450000,2080000,4850000,1590000,5570000,3,3,3,3,2,TRUE,TRUE
"Vesper Sparrow",5400,71284413.72,71238042.5,67193043,75261562.9,65538227.6,77022144.525,71284413.72,71238042.5,67193043,75261562.9,65538227.6,77022144.525,71284413.72,71238042.5,67193043,75261562.9,65538227.6,77022144.525,71300000,71200000,67200000,75300000,65500000,7.7e+07,71300000,71200000,67200000,75300000,65500000,7.7e+07,71300000,71200000,67200000,75300000,65500000,7.7e+07,1,1,1,1,1,TRUE,TRUE
"Savannah Sparrow",5420,413131402.58923,409810096.967196,338311724.056117,491262878.378378,315816306.736125,530411677.558283,413131402.58923,409810096.967196,338311724.056117,491262878.378378,315816306.736125,530411677.558283,400489581.67,397269908,327959385.3,476230234.3,306152327.75,514181080.225,4.13e+08,4.1e+08,3.38e+08,4.91e+08,3.16e+08,5.3e+08,4.13e+08,4.1e+08,3.38e+08,4.91e+08,3.16e+08,5.3e+08,4e+08,3.97e+08,3.28e+08,4.76e+08,3.06e+08,5.14e+08,1,1,1,1,1,TRUE,TRUE
"Baird's Sparrow",5450,5715494.5,5696853,4734482.8,6876919.1,4401036.225,7337185,5715494.5,5696853,4734482.8,6876919.1,4401036.225,7337185,5715494.5,5696853,4734482.8,6876919.1,4401036.225,7337185,5720000,5700000,4730000,6880000,4400000,7340000,5720000,5700000,4730000,6880000,4400000,7340000,5720000,5700000,4730000,6880000,4400000,7340000,2,3,2,3,2,TRUE,TRUE
"Grasshopper Sparrow",5460,78623585.8208182,78790432.9363024,72952468.3583635,84453086.8979803,69478436.5354739,86780491.8694977,78623585.8208182,78790432.9363024,72952468.3583635,84453086.8979803,69478436.5354739,86780491.8694977,75911072.11,76072163,70435608.2,81539455.4,67081430.475,83786564.9,78600000,78800000,7.3e+07,84500000,69500000,86800000,78600000,78800000,7.3e+07,84500000,69500000,86800000,75900000,76100000,70400000,81500000,67100000,83800000,1,1,1,1,1,TRUE,TRUE
"Henslow's Sparrow",5470,274037.97,269184,205051.5,361250.8,165145.9,401914.35,274037.97,269184,205051.5,361250.8,165145.9,401914.35,274037.97,269184,205051.5,361250.8,165145.9,401914.35,274000,269000,205000,361000,165000,402000,274000,269000,205000,361000,165000,402000,274000,269000,205000,361000,165000,402000,4,4,4,4,4,TRUE,FALSE
"LeConte's Sparrow",5480,5424010.13,5436204,4531917.6,6245556.1,4183435.15,6744357.75,5424010.13,5436204,4531917.6,6245556.1,4183435.15,6744357.75,5424010.13,5436204,4531917.6,6245556.1,4183435.15,6744357.75,5420000,5440000,4530000,6250000,4180000,6740000,5420000,5440000,4530000,6250000,4180000,6740000,5420000,5440000,4530000,6250000,4180000,6740000,2,3,2,3,2,TRUE,TRUE
"Nelson's Sparrow",5491,6337166.1,4569147.5,2385228.4,10213584.1,1238366.725,19742796.975,6337166.1,4569147.5,2385228.4,10213584.1,1238366.725,19742796.975,6337166.1,4569147.5,2385228.4,10213584.1,1238366.725,19742796.975,6340000,4570000,2390000,10200000,1240000,19700000,6340000,4570000,2390000,10200000,1240000,19700000,6340000,4570000,2390000,10200000,1240000,19700000,3,3,2,3,2,TRUE,FALSE
"Seaside Sparrow",5500,201412.77,198417.5,28131.7,466622,19320.5,553568.575,201412.77,198417.5,28131.7,466622,19320.5,553568.575,201412.77,198417.5,28131.7,466622,19320.5,553568.575,201000,198000,28100,467000,19300,554000,201000,198000,28100,467000,19300,554000,201000,198000,28100,467000,19300,554000,4,5,4,5,3,FALSE,FALSE
"Lark Sparrow",5520,63364466.9218989,63431706.9569022,58567178.7355065,67424782.2139576,57046046.1332312,69680694.4869832,63364466.9218989,63431706.9569022,58567178.7355065,67424782.2139576,57046046.1332312,69680694.4869832,57927795.66,57989266.5,53542114.8,61639735.9,52151495.375,63702090.9,63400000,63400000,58600000,67400000,5.7e+07,69700000,63400000,63400000,58600000,67400000,5.7e+07,69700000,57900000,5.8e+07,53500000,61600000,52200000,63700000,1,1,1,1,1,TRUE,TRUE
"White-crowned Sparrow",5540,237063745.52,239214816,190824748.3,276250384.1,182659104.05,298014289.975,237063745.52,239214816,190824748.3,276250384.1,182659104.05,298014289.975,237063745.52,239214816,190824748.3,276250384.1,182659104.05,298014289.975,2.37e+08,2.39e+08,1.91e+08,2.76e+08,1.83e+08,2.98e+08,2.37e+08,2.39e+08,1.91e+08,2.76e+08,1.83e+08,2.98e+08,2.37e+08,2.39e+08,1.91e+08,2.76e+08,1.83e+08,2.98e+08,1,1,1,1,1,TRUE,TRUE
"Golden-crowned Sparrow",5570,49891254.2,50001635,41135762.1,58845027.9,35178859.325,63323564.975,49891254.2,50001635,41135762.1,58845027.9,35178859.325,63323564.975,49891254.2,50001635,41135762.1,58845027.9,35178859.325,63323564.975,49900000,5e+07,41100000,58800000,35200000,63300000,49900000,5e+07,41100000,58800000,35200000,63300000,49900000,5e+07,41100000,58800000,35200000,63300000,1,2,1,2,1,TRUE,TRUE
"White-throated Sparrow",5580,236037608.51,235099325,223751202.4,247467106.4,218379459.6,255134722.35,236037608.51,235099325,223751202.4,247467106.4,218379459.6,255134722.35,236037608.51,235099325,223751202.4,247467106.4,218379459.6,255134722.35,2.36e+08,2.35e+08,2.24e+08,2.47e+08,2.18e+08,2.55e+08,2.36e+08,2.35e+08,2.24e+08,2.47e+08,2.18e+08,2.55e+08,2.36e+08,2.35e+08,2.24e+08,2.47e+08,2.18e+08,2.55e+08,1,1,1,1,1,TRUE,TRUE
"American Tree Sparrow",5590,68752341.4,67617944.5,50327290,89365168.4,42768967.475,104999910.925,68752341.4,67617944.5,50327290,89365168.4,42768967.475,104999910.925,68752341.4,67617944.5,50327290,89365168.4,42768967.475,104999910.925,68800000,67600000,50300000,89400000,42800000,1.05e+08,68800000,67600000,50300000,89400000,42800000,1.05e+08,68800000,67600000,50300000,89400000,42800000,1.05e+08,1,1,1,2,1,TRUE,TRUE
"Chipping Sparrow",5600,465327864.476364,465478117.697502,449737409.047058,480961770.071819,445573582.404331,488330176.144281,465327864.476364,465478117.697502,449737409.047058,480961770.071819,445573582.404331,488330176.144281,434104364.77,434244536,419560028.9,448689235.3,415675595.025,455563221.325,4.65e+08,4.65e+08,4.5e+08,4.81e+08,4.46e+08,4.88e+08,4.65e+08,4.65e+08,4.5e+08,4.81e+08,4.46e+08,4.88e+08,4.34e+08,4.34e+08,4.2e+08,4.49e+08,4.16e+08,4.56e+08,1,1,1,1,1,TRUE,TRUE
"Clay-colored Sparrow",5610,99842143.42,99351129,93420037.4,105952159.6,90209582.65,109302664.225,99842143.42,99351129,93420037.4,105952159.6,90209582.65,109302664.225,99842143.42,99351129,93420037.4,105952159.6,90209582.65,109302664.225,99800000,99400000,93400000,1.06e+08,90200000,1.09e+08,99800000,99400000,93400000,1.06e+08,90200000,1.09e+08,99800000,99400000,93400000,1.06e+08,90200000,1.09e+08,1,1,1,1,1,TRUE,TRUE
"Brewer's Sparrow",5620,48200747.68,48350521,43816791.5,52673544.6,41089877,55587592.075,48200747.68,48350521,43816791.5,52673544.6,41089877,55587592.075,48200747.68,48350521,43816791.5,52673544.6,41089877,55587592.075,48200000,48400000,43800000,52700000,41100000,55600000,48200000,48400000,43800000,52700000,41100000,55600000,48200000,48400000,43800000,52700000,41100000,55600000,2,2,1,2,1,TRUE,TRUE
"Field Sparrow",5630,27116625.62,26998810.5,25814068.3,28398182.4,25292726.325,28869759.625,27116625.62,26998810.5,25814068.3,28398182.4,25292726.325,28869759.625,27116625.62,26998810.5,25814068.3,28398182.4,25292726.325,28869759.625,27100000,2.7e+07,25800000,28400000,25300000,28900000,27100000,2.7e+07,25800000,28400000,25300000,28900000,27100000,2.7e+07,25800000,28400000,25300000,28900000,2,2,2,2,2,TRUE,TRUE
"Black-chinned Sparrow",5650,3301688.16179585,3191876.3235917,2176419.52562474,4504982.21092757,1849825.55061415,5387418.14908937,3301688.16179585,3191876.3235917,2176419.52562474,4504982.21092757,1849825.55061415,5387418.14908937,1559057.15,1507204,1027705.3,2127252.6,873487.625,2543938.85,3300000,3190000,2180000,4500000,1850000,5390000,3300000,3190000,2180000,4500000,1850000,5390000,1560000,1510000,1030000,2130000,873000,2540000,3,3,3,3,2,TRUE,TRUE
"Dark-eyed Junco",5670,649761347.607608,652895288.788789,599780881.981982,705649889.88989,569149289.389389,716432638.713714,649761347.607608,652895288.788789,599780881.981982,705649889.88989,569149289.389389,716432638.713714,649111586.26,652242393.5,599181101.1,704944240,568580140.1,715716206.075,6.5e+08,6.53e+08,6e+08,7.06e+08,5.69e+08,7.16e+08,6.5e+08,6.53e+08,6e+08,7.06e+08,5.69e+08,7.16e+08,6.49e+08,6.52e+08,5.99e+08,7.05e+08,5.69e+08,7.16e+08,1,1,1,1,1,TRUE,TRUE
"Yellow-eyed Junco",5700,5590030.33707865,4890280.8988764,935911.985018727,10890646.0674157,0,14270131.0861423,5590030.33707865,4890280.8988764,935911.985018727,10890646.0674157,0,14270131.0861423,298507.62,261141,49977.7,581560.5,0,762025,5590000,4890000,936000,10900000,0,14300000,5590000,4890000,936000,10900000,0,14300000,299000,261000,50000,582000,0,762000,3,3,2,5,2,FALSE,FALSE
"Black-throated Sparrow",5730,77771748.8070175,77195993.8596491,70241503.3333333,84771432.2807018,67204310.2192983,91262503.2017544,77771748.8070175,77195993.8596491,70241503.3333333,84771432.2807018,67204310.2192983,91262503.2017544,44329896.82,44001716.5,40037656.9,48319716.4,38306456.825,52019626.825,77800000,77200000,70200000,84800000,67200000,91300000,77800000,77200000,70200000,84800000,67200000,91300000,44300000,4.4e+07,4e+07,48300000,38300000,5.2e+07,1,1,1,1,1,TRUE,TRUE
"Sagebrush Sparrow",5738,12535060.78,12499387,10252974.8,14689961.2,8661015.1,16048971.2,12535060.78,12499387,10252974.8,14689961.2,8661015.1,16048971.2,12535060.78,12499387,10252974.8,14689961.2,8661015.1,16048971.2,12500000,12500000,10300000,14700000,8660000,1.6e+07,12500000,12500000,10300000,14700000,8660000,1.6e+07,12500000,12500000,10300000,14700000,8660000,1.6e+07,2,2,2,2,2,TRUE,TRUE
"Bell's Sparrow",5739,270638.134206219,254666.716262461,142755.393542628,402541.734860884,101516.626990031,493652.321083172,270638.134206219,254666.716262461,142755.393542628,402541.734860884,101516.626990031,493652.321083172,181895.89,171161.5,95945.9,270548.3,68229.325,331783.725,271000,255000,143000,403000,102000,494000,271000,255000,143000,403000,102000,494000,182000,171000,95900,271000,68200,332000,4,4,4,4,4,FALSE,FALSE
