"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Bullock's Oriole",5080,38628514.298663,38707935.6446862,35986470.0883753,41059832.9934285,34230415.5903014,42285493.8533877,38628514.298663,38707935.6446862,35986470.0883753,41059832.9934285,34230415.5903014,42285493.8533877,34093526.72,34163624,31761658.5,36239408.6,30211764.8,37321176.875,38600000,38700000,3.6e+07,41100000,34200000,42300000,38600000,38700000,3.6e+07,41100000,34200000,42300000,34100000,34200000,31800000,36200000,30200000,37300000,2,2,2,2,2,TRUE,TRUE
"Rusty Blackbird",5090,20848218.32,20704164.5,14968585.2,27800903.3,12911505.075,30239015.925,20848218.32,20704164.5,14968585.2,27800903.3,12911505.075,30239015.925,20848218.32,20704164.5,14968585.2,27800903.3,12911505.075,30239015.925,20800000,20700000,1.5e+07,27800000,12900000,30200000,20800000,20700000,1.5e+07,27800000,12900000,30200000,20800000,20700000,1.5e+07,27800000,12900000,30200000,2,2,2,2,2,TRUE,TRUE
"Brewer's Blackbird",5100,150420957.411694,150955526.315789,140335043.876421,158826084.029385,137386741.043575,162389705.041763,150420957.411694,150955526.315789,140335043.876421,158826084.029385,137386741.043575,162389705.041763,149473305.38,150004506.5,139450933.1,157825479.7,136521204.575,161366649.9,1.5e+08,1.51e+08,1.4e+08,1.59e+08,1.37e+08,1.62e+08,1.5e+08,1.51e+08,1.4e+08,1.59e+08,1.37e+08,1.62e+08,1.49e+08,1.5e+08,1.39e+08,1.58e+08,1.37e+08,1.61e+08,1,1,1,1,1,TRUE,TRUE
"Common Grackle",5110,375160771.74,375305583,360985960.8,387573594.3,356181689.95,395383193.7,375160771.74,375305583,360985960.8,387573594.3,356181689.95,395383193.7,375160771.74,375305583,360985960.8,387573594.3,356181689.95,395383193.7,3.75e+08,3.75e+08,3.61e+08,3.88e+08,3.56e+08,3.95e+08,3.75e+08,3.75e+08,3.61e+08,3.88e+08,3.56e+08,3.95e+08,3.75e+08,3.75e+08,3.61e+08,3.88e+08,3.56e+08,3.95e+08,1,1,1,1,1,TRUE,TRUE
"Great-tailed Grackle",5120,26379268.8127249,26493821.2459761,23076323.0448779,30125009.6572619,21462006.4855141,31871526.178754,26379268.8127249,26493821.2459761,23076323.0448779,30125009.6572619,21462006.4855141,31871526.178754,13930891.86,13991387,12186606.2,15909017.6,11334085.625,16831352.975,26400000,26500000,23100000,30100000,21500000,31900000,26400000,26500000,23100000,30100000,21500000,31900000,13900000,1.4e+07,12200000,15900000,11300000,16800000,2,2,2,2,2,TRUE,TRUE
"Boat-tailed Grackle",5130,37714165.75,37408016,26598221.6,49369855.9,22729829.3,56767870,37714165.75,37408016,26598221.6,49369855.9,22729829.3,56767870,37714165.75,37408016,26598221.6,49369855.9,22729829.3,56767870,37700000,37400000,26600000,49400000,22700000,56800000,37700000,37400000,26600000,49400000,22700000,56800000,37700000,37400000,26600000,49400000,22700000,56800000,2,2,2,2,1,TRUE,TRUE
"Evening Grosbeak",5140,8983197.85127449,8825522.96187066,7794681.37771224,10303362.3341058,7438570.09690331,10819710.1590478,8983197.85127449,8825522.96187066,7794681.37771224,10303362.3341058,7438570.09690331,10819710.1590478,8528648.04,8378951.5,7400270.5,9782012.2,7062178.45,10272232.825,8980000,8830000,7790000,10300000,7440000,10800000,8980000,8830000,7790000,10300000,7440000,10800000,8530000,8380000,7400000,9780000,7060000,10300000,2,2,2,2,2,TRUE,TRUE
"Pine Grosbeak",5150,39453764.96,39759782,32095153.8,46672593,28008206.35,51835210,19726882.48,19879891,16047576.9,23336296.5,14004103.175,25917605,19726882.48,19879891,16047576.9,23336296.5,14004103.175,25917605,39500000,39800000,32100000,46700000,2.8e+07,51800000,19700000,19900000,1.6e+07,23300000,1.4e+07,25900000,19700000,19900000,1.6e+07,23300000,1.4e+07,25900000,2,2,2,2,1,TRUE,TRUE
"Purple Finch",5170,34855850.22,34771887,32859793.1,37127544.3,31866128.2,38336857.85,34855850.22,34771887,32859793.1,37127544.3,31866128.2,38336857.85,34855850.22,34771887,32859793.1,37127544.3,31866128.2,38336857.85,34900000,34800000,32900000,37100000,31900000,38300000,34900000,34800000,32900000,37100000,31900000,38300000,34900000,34800000,32900000,37100000,31900000,38300000,2,2,2,2,2,TRUE,TRUE
"Cassin's Finch",5180,10975089.6568971,10717565.2695809,9428346.20386116,12480677.303191,8801869.28578573,14417073.2469741,10975089.6568971,10717565.2695809,9428346.20386116,12480677.303191,8801869.28578573,14417073.2469741,10971797.13,10714350,9425517.7,12476933.1,8799228.725,14412748.125,1.1e+07,10700000,9430000,12500000,8800000,14400000,1.1e+07,10700000,9430000,12500000,8800000,14400000,1.1e+07,10700000,9430000,12500000,8800000,14400000,2,2,2,2,2,TRUE,TRUE
"House Finch",5190,200960759.762116,199974657.092243,188769859.673542,212551263.950399,182070903.612552,219125084.651398,200960759.762116,199974657.092243,188769859.673542,212551263.950399,182070903.612552,219125084.651398,158819288.44,158039971.5,149184820.1,167979263.9,143890635.125,173174554.4,2.01e+08,2e+08,1.89e+08,2.13e+08,1.82e+08,2.19e+08,2.01e+08,2e+08,1.89e+08,2.13e+08,1.82e+08,2.19e+08,1.59e+08,1.58e+08,1.49e+08,1.68e+08,1.44e+08,1.73e+08,1,1,1,1,1,TRUE,TRUE
"Red Crossbill",5210,83347894.7196516,83101076.4833968,73988805.3892216,92517289.33043,70142550.4899292,97851231.4235166,33335528.5434357,33236811.9965164,29592300.3483562,37002887.1108208,28053965.8719791,39136231.6840845,30622016.52,30531335.5,27183487.1,33990852.1,25770373.05,35950542.425,83300000,83100000,7.4e+07,92500000,70100000,97900000,33300000,33200000,29600000,3.7e+07,28100000,39100000,30600000,30500000,27200000,3.4e+07,25800000,3.6e+07,1,1,1,1,1,TRUE,TRUE
"White-winged Crossbill",5220,327771351.6,331085898,278097585.6,376261092,258336508.3,400019942.2,163885675.8,165542949,139048792.8,188130546,129168254.15,200009971.1,163885675.8,165542949,139048792.8,188130546,129168254.15,200009971.1,3.28e+08,3.31e+08,2.78e+08,3.76e+08,2.58e+08,4e+08,1.64e+08,1.66e+08,1.39e+08,1.88e+08,1.29e+08,2e+08,1.64e+08,1.66e+08,1.39e+08,1.88e+08,1.29e+08,2e+08,1,1,1,1,1,TRUE,TRUE
"Hoary Redpoll",5270,2036272.38,1875735,703140.6,3403716.2,352508.1,4532874.39999999,1018136.19,937867.5,351570.3,1701858.1,176254.05,2266437.2,1018136.19,937867.5,351570.3,1701858.1,176254.05,2266437.2,2040000,1880000,703000,3400000,353000,4530000,1020000,938000,352000,1700000,176000,2270000,1020000,938000,352000,1700000,176000,2270000,3,3,3,4,3,FALSE,TRUE
"Common Redpoll",5280,199596779.9,194724638.333333,156950695.666667,254411391.333333,139924083.666667,285214481.083333,59879033.97,58417391.5,47085208.7,76323417.4,41977225.1,85564344.325,59879033.97,58417391.5,47085208.7,76323417.4,41977225.1,85564344.325,2e+08,1.95e+08,1.57e+08,2.54e+08,1.4e+08,2.85e+08,59900000,58400000,47100000,76300000,4.2e+07,85600000,59900000,58400000,47100000,76300000,4.2e+07,85600000,1,1,1,1,1,FALSE,TRUE
"American Goldfinch",5290,239853433.31,239380163,233077662.1,246921754,230067937.525,250748070.975,239853433.31,239380163,233077662.1,246921754,230067937.525,250748070.975,239853433.31,239380163,233077662.1,246921754,230067937.525,250748070.975,2.4e+08,2.39e+08,2.33e+08,2.47e+08,2.3e+08,2.51e+08,2.4e+08,2.39e+08,2.33e+08,2.47e+08,2.3e+08,2.51e+08,2.4e+08,2.39e+08,2.33e+08,2.47e+08,2.3e+08,2.51e+08,1,1,1,1,1,TRUE,TRUE
"Lesser Goldfinch",5300,84665799.3253374,84226274.3628186,74433719.2653673,95216505.6221889,70793420.7271364,100836029.375937,84665799.3253374,84226274.3628186,74433719.2653673,95216505.6221889,70793420.7271364,100836029.375937,45177670.52,44943140,39717832.6,50807527.4,37775369.3,53806105.275,84700000,84200000,74400000,95200000,70800000,1.01e+08,84700000,84200000,74400000,95200000,70800000,1.01e+08,45200000,44900000,39700000,50800000,37800000,53800000,1,1,1,1,1,TRUE,TRUE
"Lawrence's Goldfinch",5310,1113580.84927222,1089296.28293035,763288.584145315,1478209.55130518,663450.920245399,1854551.87657885,1113580.84927222,1089296.28293035,763288.584145315,1478209.55130518,663450.920245399,1854551.87657885,925719.76,905532,634521.8,1228835.6,551526.75,1541688.975,1110000,1090000,763000,1480000,663000,1850000,1110000,1090000,763000,1480000,663000,1850000,926000,906000,635000,1230000,552000,1540000,3,3,3,3,3,FALSE,TRUE
"Pine Siskin",5330,205710593.688132,204834646.620543,184528374.348057,227609973.60298,178749773.203832,237380301.676424,205710593.688132,204834646.620543,184528374.348057,227609973.60298,178749773.203832,237380301.676424,193265102.77,192442150.5,173364407.7,213839570.2,167935411.925,223018793.425,2.06e+08,2.05e+08,1.85e+08,2.28e+08,1.79e+08,2.37e+08,2.06e+08,2.05e+08,1.85e+08,2.28e+08,1.79e+08,2.37e+08,1.93e+08,1.92e+08,1.73e+08,2.14e+08,1.68e+08,2.23e+08,1,1,1,1,1,TRUE,TRUE
"Snow Bunting",5340,4570911.04,4180575,475485.2,9939809.6,0,12665947.1,2285455.52,2090287.5,237742.6,4969904.8,0,6332973.55,2285455.52,2090287.5,237742.6,4969904.8,0,6332973.55,4570000,4180000,475000,9940000,0,12700000,2290000,2090000,238000,4970000,0,6330000,2290000,2090000,238000,4970000,0,6330000,3,4,2,5,2,TRUE,FALSE
"Lapland Longspur",5360,738860500.74,648703289,428290610.4,1038414379.8,354861067.45,1875564841.35,369430250.37,324351644.5,214145305.2,519207189.900001,177430533.725,937782420.674999,369430250.37,324351644.5,214145305.2,519207189.900001,177430533.725,937782420.674999,7.39e+08,6.49e+08,4.28e+08,1.04e+09,3.55e+08,1.88e+09,3.69e+08,3.24e+08,2.14e+08,5.19e+08,1.77e+08,9.38e+08,3.69e+08,3.24e+08,2.14e+08,5.19e+08,1.77e+08,9.38e+08,1,1,1,1,1,TRUE,TRUE
"Smith's Longspur",5370,343346.97,291060,41561.4,831578.9,5017.925,1111060.9,343346.97,291060,41561.4,831578.9,5017.925,1111060.9,343346.97,291060,41561.4,831578.9,5017.925,1111060.9,343000,291000,41600,832000,5020,1110000,343000,291000,41600,832000,5020,1110000,343000,291000,41600,832000,5020,1110000,4,5,3,5,3,FALSE,FALSE
"Chestnut-collared Longspur",5380,10140155.98,10138894.5,8480233.8,11772419.1,7927518.575,12431927.25,10140155.98,10138894.5,8480233.8,11772419.1,7927518.575,12431927.25,10140155.98,10138894.5,8480233.8,11772419.1,7927518.575,12431927.25,10100000,10100000,8480000,11800000,7930000,12400000,10100000,10100000,8480000,11800000,7930000,12400000,10100000,10100000,8480000,11800000,7930000,12400000,2,2,2,2,2,TRUE,TRUE
"Thick-billed Longspur",5390,4679166.94,4698135.5,3333216.5,5959838.6,2878894.725,6807094,4679166.94,4698135.5,3333216.5,5959838.6,2878894.725,6807094,4679166.94,4698135.5,3333216.5,5959838.6,2878894.725,6807094,4680000,4700000,3330000,5960000,2880000,6810000,4680000,4700000,3330000,5960000,2880000,6810000,4680000,4700000,3330000,5960000,2880000,6810000,3,3,2,3,2,TRUE,TRUE
"Vesper Sparrow",5400,71445843.14,71252103.5,68814337,74766741.5,67948014.275,76636481.025,71445843.14,71252103.5,68814337,74766741.5,67948014.275,76636481.025,71445843.14,71252103.5,68814337,74766741.5,67948014.275,76636481.025,71400000,71300000,68800000,74800000,67900000,76600000,71400000,71300000,68800000,74800000,67900000,76600000,71400000,71300000,68800000,74800000,67900000,76600000,1,1,1,1,1,TRUE,TRUE
"Savannah Sparrow",5420,420877842.387044,419427230.761296,362591757.375696,489964391.685579,331853687.255003,517123195.198061,420877842.387044,419427230.761296,362591757.375696,489964391.685579,331853687.255003,517123195.198061,407998980.41,406592757.5,351496449.6,474971481.3,321698964.425,501299225.425,4.21e+08,4.19e+08,3.63e+08,4.9e+08,3.32e+08,5.17e+08,4.21e+08,4.19e+08,3.63e+08,4.9e+08,3.32e+08,5.17e+08,4.08e+08,4.07e+08,3.51e+08,4.75e+08,3.22e+08,5.01e+08,1,1,1,1,1,TRUE,TRUE
"Baird's Sparrow",5450,5897612,5880422.5,4783370.4,7048747.4,4293136.275,7366364.675,5897612,5880422.5,4783370.4,7048747.4,4293136.275,7366364.675,5897612,5880422.5,4783370.4,7048747.4,4293136.275,7366364.675,5900000,5880000,4780000,7050000,4290000,7370000,5900000,5880000,4780000,7050000,4290000,7370000,5900000,5880000,4780000,7050000,4290000,7370000,2,3,2,3,2,TRUE,TRUE
"Grasshopper Sparrow",5460,78575055.2977732,78332684.6193682,73744425.0647333,83920696.2195753,72405442.7498705,86605172.7602279,78575055.2977732,78332684.6193682,73744425.0647333,83920696.2195753,72405442.7498705,86605172.7602279,75864215.89,75630207,71200242.4,81025432.2,69907454.975,83617294.3,78600000,78300000,73700000,83900000,72400000,86600000,78600000,78300000,73700000,83900000,72400000,86600000,75900000,75600000,71200000,8.1e+07,69900000,83600000,1,1,1,1,1,TRUE,TRUE
"Henslow's Sparrow",5470,292306.26,285187,228370.6,364364.2,205292.375,434394.025,292306.26,285187,228370.6,364364.2,205292.375,434394.025,292306.26,285187,228370.6,364364.2,205292.375,434394.025,292000,285000,228000,364000,205000,434000,292000,285000,228000,364000,205000,434000,292000,285000,228000,364000,205000,434000,4,4,4,4,4,TRUE,FALSE
"LeConte's Sparrow",5480,5486143.36,5505722,4579413.4,6322023.5,4277419.975,7038888.25,5486143.36,5505722,4579413.4,6322023.5,4277419.975,7038888.25,5486143.36,5505722,4579413.4,6322023.5,4277419.975,7038888.25,5490000,5510000,4580000,6320000,4280000,7040000,5490000,5510000,4580000,6320000,4280000,7040000,5490000,5510000,4580000,6320000,4280000,7040000,2,3,2,3,2,TRUE,TRUE
"Nelson's Sparrow",5491,8196356.17,5785211.5,2665598.3,15240006.4,1705477.05,31107551.2999999,8196356.17,5785211.5,2665598.3,15240006.4,1705477.05,31107551.2999999,8196356.17,5785211.5,2665598.3,15240006.4,1705477.05,31107551.2999999,8200000,5790000,2670000,15200000,1710000,31100000,8200000,5790000,2670000,15200000,1710000,31100000,8200000,5790000,2670000,15200000,1710000,31100000,2,3,2,3,2,TRUE,FALSE
"Seaside Sparrow",5500,203886.97,189872.5,33743.6,395891.2,19562.875,617639.874999999,203886.97,189872.5,33743.6,395891.2,19562.875,617639.874999999,203886.97,189872.5,33743.6,395891.2,19562.875,617639.874999999,204000,190000,33700,396000,19600,618000,204000,190000,33700,396000,19600,618000,204000,190000,33700,396000,19600,618000,4,5,4,5,3,FALSE,FALSE
"Lark Sparrow",5520,60973730.245023,60804426.8212645,56840118.1360753,64515672.9380879,55412052.5869613,67267042.0039379,60973730.245023,60804426.8212645,56840118.1360753,64515672.9380879,55412052.5869613,67267042.0039379,55742184.19,55587407,51963236,58980228.2,50657698.475,61495529.8,6.1e+07,60800000,56800000,64500000,55400000,67300000,6.1e+07,60800000,56800000,64500000,55400000,67300000,55700000,55600000,5.2e+07,5.9e+07,50700000,61500000,1,1,1,1,1,TRUE,TRUE
"White-crowned Sparrow",5540,220215315.63,220186075,189406873.9,255044173.6,176180434.525,263070039.5,220215315.63,220186075,189406873.9,255044173.6,176180434.525,263070039.5,220215315.63,220186075,189406873.9,255044173.6,176180434.525,263070039.5,2.2e+08,2.2e+08,1.89e+08,2.55e+08,1.76e+08,2.63e+08,2.2e+08,2.2e+08,1.89e+08,2.55e+08,1.76e+08,2.63e+08,2.2e+08,2.2e+08,1.89e+08,2.55e+08,1.76e+08,2.63e+08,1,1,1,1,1,TRUE,TRUE
"Golden-crowned Sparrow",5570,50481554.07,50896192,37203989.4,62454297.1,31788905.475,69285061.725,50481554.07,50896192,37203989.4,62454297.1,31788905.475,69285061.725,50481554.07,50896192,37203989.4,62454297.1,31788905.475,69285061.725,50500000,50900000,37200000,62500000,31800000,69300000,50500000,50900000,37200000,62500000,31800000,69300000,50500000,50900000,37200000,62500000,31800000,69300000,1,2,1,2,1,TRUE,TRUE
"White-throated Sparrow",5580,236084959.68,236689418.5,221646088.8,248496105.2,216590950.225,251871968.85,236084959.68,236689418.5,221646088.8,248496105.2,216590950.225,251871968.85,236084959.68,236689418.5,221646088.8,248496105.2,216590950.225,251871968.85,2.36e+08,2.37e+08,2.22e+08,2.48e+08,2.17e+08,2.52e+08,2.36e+08,2.37e+08,2.22e+08,2.48e+08,2.17e+08,2.52e+08,2.36e+08,2.37e+08,2.22e+08,2.48e+08,2.17e+08,2.52e+08,1,1,1,1,1,TRUE,TRUE
"American Tree Sparrow",5590,62688181.99,61703530.5,45956480.9,78867037.5,41681846.25,89167620.1,62688181.99,61703530.5,45956480.9,78867037.5,41681846.25,89167620.1,62688181.99,61703530.5,45956480.9,78867037.5,41681846.25,89167620.1,62700000,61700000,4.6e+07,78900000,41700000,89200000,62700000,61700000,4.6e+07,78900000,41700000,89200000,62700000,61700000,4.6e+07,78900000,41700000,89200000,1,2,1,2,1,TRUE,TRUE
"Chipping Sparrow",5600,460948351.709722,459776790.11684,448605892.271412,476331990.352664,438155839.639833,481148259.16497,460948351.709722,459776790.11684,448605892.271412,476331990.352664,438155839.639833,481148259.16497,430018717.31,428925767.5,418504436.9,444370113.8,408755582.8,448863210.975,4.61e+08,4.6e+08,4.49e+08,4.76e+08,4.38e+08,4.81e+08,4.61e+08,4.6e+08,4.49e+08,4.76e+08,4.38e+08,4.81e+08,4.3e+08,4.29e+08,4.19e+08,4.44e+08,4.09e+08,4.49e+08,1,1,1,1,1,TRUE,TRUE
"Clay-colored Sparrow",5610,99250360,99433609,92666238,105953892.1,88547181.25,108311920.925,99250360,99433609,92666238,105953892.1,88547181.25,108311920.925,99250360,99433609,92666238,105953892.1,88547181.25,108311920.925,99300000,99400000,92700000,1.06e+08,88500000,1.08e+08,99300000,99400000,92700000,1.06e+08,88500000,1.08e+08,99300000,99400000,92700000,1.06e+08,88500000,1.08e+08,1,1,1,1,1,TRUE,TRUE
"Brewer's Sparrow",5620,46907842.39,46787266,42379827.7,51150118.3,40541398.925,53869560.725,46907842.39,46787266,42379827.7,51150118.3,40541398.925,53869560.725,46907842.39,46787266,42379827.7,51150118.3,40541398.925,53869560.725,46900000,46800000,42400000,51200000,40500000,53900000,46900000,46800000,42400000,51200000,40500000,53900000,46900000,46800000,42400000,51200000,40500000,53900000,2,2,1,2,1,TRUE,TRUE
"Field Sparrow",5630,27474120.72,27561439,26483512.4,28451595.3,25868560.525,28729518.925,27474120.72,27561439,26483512.4,28451595.3,25868560.525,28729518.925,27474120.72,27561439,26483512.4,28451595.3,25868560.525,28729518.925,27500000,27600000,26500000,28500000,25900000,28700000,27500000,27600000,26500000,28500000,25900000,28700000,27500000,27600000,26500000,28500000,25900000,28700000,2,2,2,2,2,TRUE,TRUE
"Black-chinned Sparrow",5650,2935567.15374841,2876781.02498941,1982765.98898772,3974074.54468446,1708927.99661161,4681059.7734011,2935567.15374841,2876781.02498941,1982765.98898772,3974074.54468446,1708927.99661161,4681059.7734011,1386174.81,1358416,936262.1,1876558,806955.8,2210396.425,2940000,2880000,1980000,3970000,1710000,4680000,2940000,2880000,1980000,3970000,1710000,4680000,1390000,1360000,936000,1880000,807000,2210000,3,3,3,3,3,TRUE,TRUE
"Dark-eyed Junco",5670,650442493.673674,650430889.88989,607207439.039039,691246757.857858,591357456.406406,713681233.158158,650442493.673674,650430889.88989,607207439.039039,691246757.857858,591357456.406406,713681233.158158,649792051.18,649780459,606600231.6,690555511.1,590766098.95,712967551.925,6.5e+08,6.5e+08,6.07e+08,6.91e+08,5.91e+08,7.14e+08,6.5e+08,6.5e+08,6.07e+08,6.91e+08,5.91e+08,7.14e+08,6.5e+08,6.5e+08,6.07e+08,6.91e+08,5.91e+08,7.13e+08,1,1,1,1,1,TRUE,TRUE
"Yellow-eyed Junco",5700,4699373.03370786,4408323.97003745,18765.9176029963,10309911.9850187,0,12124496.2546816,4699373.03370786,4408323.97003745,18765.9176029963,10309911.9850187,0,12124496.2546816,250946.52,235404.5,1002.1,550549.3,0,647448.1,4700000,4410000,18800,10300000,0,12100000,4700000,4410000,18800,10300000,0,12100000,251000,235000,1000,551000,0,647000,3,5,2,5,2,FALSE,FALSE
"Black-throated Sparrow",5730,76828688.7894737,76574380.7017544,70430784.2105263,83379456.4912281,67058183.7280702,86453041.6666667,76828688.7894737,76574380.7017544,70430784.2105263,83379456.4912281,67058183.7280702,86453041.6666667,43792352.61,43647397,40145547,47526290.2,38223164.725,49278233.75,76800000,76600000,70400000,83400000,67100000,86500000,76800000,76600000,70400000,83400000,67100000,86500000,43800000,43600000,40100000,47500000,38200000,49300000,1,1,1,1,1,TRUE,TRUE
"Sagebrush Sparrow",5738,12428314.01,12273257,10646882.2,14509201.7,9502965.95,15365998.175,12428314.01,12273257,10646882.2,14509201.7,9502965.95,15365998.175,12428314.01,12273257,10646882.2,14509201.7,9502965.95,15365998.175,12400000,12300000,10600000,14500000,9500000,15400000,12400000,12300000,10600000,14500000,9500000,15400000,12400000,12300000,10600000,14500000,9500000,15400000,2,2,2,2,2,TRUE,TRUE
"Bell's Sparrow",5739,267877.488468978,252994.346079452,170591.281059366,388478.351435798,118837.152209493,496468.71745276,267877.488468978,252994.346079452,170591.281059366,388478.351435798,118837.152209493,496468.71745276,180040.46,170037.5,114654.4,261096.3,79870.45,333676.625,268000,253000,171000,388000,119000,496000,268000,253000,171000,388000,119000,496000,180000,170000,115000,261000,79900,334000,4,4,4,4,4,FALSE,FALSE
"Bachman's Sparrow",5750,852543.96,838321,618597,1090288.7,559244.4,1234866.3,852543.96,838321,618597,1090288.7,559244.4,1234866.3,852543.96,838321,618597,1090288.7,559244.4,1234866.3,853000,838000,619000,1090000,559000,1230000,853000,838000,619000,1090000,559000,1230000,853000,838000,619000,1090000,559000,1230000,3,3,3,3,3,TRUE,TRUE
"Botteri's Sparrow",5760,12042105.4945055,11580137.3626374,5666598.9010989,20751192.3076923,4199626.37362637,28301789.8351648,12042105.4945055,11580137.3626374,5666598.9010989,20751192.3076923,4199626.37362637,28301789.8351648,219166.32,210758.5,103132.1,377671.7,76433.2,515092.575,1.2e+07,11600000,5670000,20800000,4200000,28300000,1.2e+07,11600000,5670000,20800000,4200000,28300000,219000,211000,103000,378000,76400,515000,2,2,2,3,2,TRUE,TRUE
"Cassin's Sparrow",5780,23627554.3713819,23480663.5000742,21244017.3667805,26858540.1514027,20412586.1288407,27621460.5907674,23627554.3713819,23480663.5000742,21244017.3667805,26858540.1514027,20412586.1288407,27621460.5907674,15917883.38,15818923,14312094.5,18094598.5,13751959.275,18608578,23600000,23500000,21200000,26900000,20400000,27600000,23600000,23500000,21200000,26900000,20400000,27600000,15900000,15800000,14300000,18100000,13800000,18600000,2,2,2,2,2,TRUE,TRUE
"Rufous-winged Sparrow",5790,16252430.9331374,9829948.56722998,3069977.95738428,38222537.8398237,1502383.54151359,57403169.728141,16252430.9331374,9829948.56722998,3069977.95738428,38222537.8398237,1502383.54151359,57403169.728141,2211955.85,1337856,417824,5202087.4,204474.4,7812571.39999999,16300000,9830000,3070000,38200000,1500000,57400000,16300000,9830000,3070000,38200000,1500000,57400000,2210000,1340000,418000,5200000,204000,7810000,2,3,2,3,1,TRUE,TRUE
"Rufous-crowned Sparrow",5800,5896651.57058389,5909184.22025129,5013486.32668145,6822373.05986696,4637796.93274205,7232192.90465632,5896651.57058389,5909184.22025129,5013486.32668145,6822373.05986696,4637796.93274205,7232192.90465632,3191267.83,3198050.5,2713298.8,3692268.3,2509975.7,3914062.8,5900000,5910000,5010000,6820000,4640000,7230000,5900000,5910000,5010000,6820000,4640000,7230000,3190000,3200000,2710000,3690000,2510000,3910000,2,2,2,3,2,TRUE,TRUE
"Song Sparrow",5810,302668127.945066,303008312.309257,294082272.736521,311201409.155646,289835529.603255,313786007.527976,302668127.945066,303008312.309257,294082272.736521,311201409.155646,289835529.603255,313786007.527976,297522769.77,297857171,289082874.1,305910985.2,284908325.6,308451645.4,3.03e+08,3.03e+08,2.94e+08,3.11e+08,2.9e+08,3.14e+08,3.03e+08,3.03e+08,2.94e+08,3.11e+08,2.9e+08,3.14e+08,2.98e+08,2.98e+08,2.89e+08,3.06e+08,2.85e+08,3.08e+08,1,1,1,1,1,TRUE,TRUE
"Lincoln's Sparrow",5830,178224906.38,178755322.5,168490071,186840821.2,165750565.1,193021571.15,178224906.38,178755322.5,168490071,186840821.2,165750565.1,193021571.15,178224906.38,178755322.5,168490071,186840821.2,165750565.1,193021571.15,1.78e+08,1.79e+08,1.68e+08,1.87e+08,1.66e+08,1.93e+08,1.78e+08,1.79e+08,1.68e+08,1.87e+08,1.66e+08,1.93e+08,1.78e+08,1.79e+08,1.68e+08,1.87e+08,1.66e+08,1.93e+08,1,1,1,1,1,TRUE,TRUE
"Swamp Sparrow",5840,41693454.54,41523168.5,38595184.9,44868129,37204076.75,46700377.7,41693454.54,41523168.5,38595184.9,44868129,37204076.75,46700377.7,41693454.54,41523168.5,38595184.9,44868129,37204076.75,46700377.7,41700000,41500000,38600000,44900000,37200000,46700000,41700000,41500000,38600000,44900000,37200000,46700000,41700000,41500000,38600000,44900000,37200000,46700000,2,2,2,2,2,TRUE,TRUE
"Fox Sparrow",5850,166300003.64,168228194.5,143927489.7,187794677.2,129929819.225,199061574.15,166300003.64,168228194.5,143927489.7,187794677.2,129929819.225,199061574.15,166300003.64,168228194.5,143927489.7,187794677.2,129929819.225,199061574.15,1.66e+08,1.68e+08,1.44e+08,1.88e+08,1.3e+08,1.99e+08,1.66e+08,1.68e+08,1.44e+08,1.88e+08,1.3e+08,1.99e+08,1.66e+08,1.68e+08,1.44e+08,1.88e+08,1.3e+08,1.99e+08,1,1,1,1,1,TRUE,TRUE
"Olive Sparrow",5860,13513828.4126984,13371071.4285714,9433800,17713976.1904762,7891507.14285714,20280517.4603175,13513828.4126984,13371071.4285714,9433800,17713976.1904762,7891507.14285714,20280517.4603175,851371.19,842377.5,594329.4,1115980.5,497164.95,1277672.6,13500000,13400000,9430000,17700000,7890000,20300000,13500000,13400000,9430000,17700000,7890000,20300000,851000,842000,594000,1120000,497000,1280000,2,2,2,2,2,FALSE,FALSE
