"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Boreal Chickadee",7400,70292597.62,69351438,63828672.6,77348467.6,61731228.575,81261391.175,70292597.62,69351438,63828672.6,77348467.6,61731228.575,81261391.175,70292597.62,69351438,63828672.6,77348467.6,61731228.575,81261391.175,70300000,69400000,63800000,77300000,61700000,81300000,70300000,69400000,63800000,77300000,61700000,81300000,70300000,69400000,63800000,77300000,61700000,81300000,1,1,1,1,1,TRUE,TRUE
"Chestnut-backed Chickadee",7410,80749080.8,80878100,72095173.8,89862062,68074982.45,95112934.025,80749080.8,80878100,72095173.8,89862062,68074982.45,95112934.025,80749080.8,80878100,72095173.8,89862062,68074982.45,95112934.025,80700000,80900000,72100000,89900000,68100000,95100000,80700000,80900000,72100000,89900000,68100000,95100000,80700000,80900000,72100000,89900000,68100000,95100000,1,1,1,1,1,TRUE,TRUE
"Wrentit",7420,6735557.96759309,6759775.72700934,5417167.18532031,8095004.614229,4940650.87455736,8684795.8471939,6735557.96759309,6759775.72700934,5417167.18532031,8095004.614229,4940650.87455736,8684795.8471939,6276866.47,6299435,5048258.1,7543734.8,4604192.55,8093361.25,6740000,6760000,5420000,8100000,4940000,8680000,6740000,6760000,5420000,8100000,4940000,8680000,6280000,6300000,5050000,7540000,4600000,8090000,2,2,2,3,2,TRUE,TRUE
"Bushtit",7430,56315356.5971736,55912859.9412341,50748218.8330768,64062371.0647824,46502448.0901077,66135681.0200084,56315356.5971736,55912859.9412341,50748218.8330768,64062371.0647824,46502448.0901077,66135681.0200084,40248585.36,39960921,36269752,45785376.6,33235299.65,47267171.225,56300000,55900000,50700000,64100000,46500000,66100000,56300000,55900000,50700000,64100000,46500000,66100000,40200000,4e+07,36300000,45800000,33200000,47300000,1,1,1,2,1,TRUE,TRUE
"Verdin",7460,54482016.5477889,53210801.2363291,44773004.9928673,67521278.1740371,40351568.8896814,73903895.0309082,54482016.5477889,53210801.2363291,44773004.9928673,67521278.1740371,40351568.8896814,73903895.0309082,22915136.16,22380463,18831525.9,28399449.6,16971869.875,31083978.25,54500000,53200000,44800000,67500000,40400000,73900000,54500000,53200000,44800000,67500000,40400000,73900000,22900000,22400000,18800000,28400000,1.7e+07,31100000,1,2,1,2,1,TRUE,TRUE
"Arctic Warbler",7470,113555989.8,110026725,50522857,177243762,40161454.75,207847149,11355598.98,11002672.5,5052285.7,17724376.2,4016145.475,20784714.9,11355598.98,11002672.5,5052285.7,17724376.2,4016145.475,20784714.9,1.14e+08,1.1e+08,50500000,1.77e+08,40200000,2.08e+08,11400000,1.1e+07,5050000,17700000,4020000,20800000,11400000,1.1e+07,5050000,17700000,4020000,20800000,1,1,1,2,1,TRUE,TRUE
"Golden-crowned Kinglet",7480,191663774.065468,190299383.713882,180476707.011517,206251328.1471,175682440.669832,212677018.463326,191663774.065468,190299383.713882,180476707.011517,206251328.1471,175682440.669832,212677018.463326,189708803.57,188358330,178635844.6,204147564.6,173890479.775,210507712.875,1.92e+08,1.9e+08,1.8e+08,2.06e+08,1.76e+08,2.13e+08,1.92e+08,1.9e+08,1.8e+08,2.06e+08,1.76e+08,2.13e+08,1.9e+08,1.88e+08,1.79e+08,2.04e+08,1.74e+08,2.11e+08,1,1,1,1,1,TRUE,TRUE
"Ruby-crowned Kinglet",7490,217610173.77,218627128.5,200410392,231429902,193042204.25,241522922.65,217610173.77,218627128.5,200410392,231429902,193042204.25,241522922.65,217610173.77,218627128.5,200410392,231429902,193042204.25,241522922.65,2.18e+08,2.19e+08,2e+08,2.31e+08,1.93e+08,2.42e+08,2.18e+08,2.19e+08,2e+08,2.31e+08,1.93e+08,2.42e+08,2.18e+08,2.19e+08,2e+08,2.31e+08,1.93e+08,2.42e+08,1,1,1,1,1,TRUE,TRUE
"Blue-gray Gnatcatcher",7510,333684079.484396,333658715.061058,320331083.717775,344388725.915875,316242028.39213,353843592.876526,333684079.484396,333658715.061058,320331083.717775,344388725.915875,316242028.39213,353843592.876526,245925166.58,245906473,236084008.7,253814491,233070374.925,260782727.95,3.34e+08,3.34e+08,3.2e+08,3.44e+08,3.16e+08,3.54e+08,3.34e+08,3.34e+08,3.2e+08,3.44e+08,3.16e+08,3.54e+08,2.46e+08,2.46e+08,2.36e+08,2.54e+08,2.33e+08,2.61e+08,1,1,1,1,1,TRUE,TRUE
"Black-tailed Gnatcatcher",7520,38361447.855005,38126928.8327236,31670829.0655138,46259984.0372464,27481459.6774194,49000906.0525441,38361447.855005,38126928.8327236,31670829.0655138,46259984.0372464,27481459.6774194,49000906.0525441,11535287.37,11464767.5,9523418.3,13910377.2,8263674.925,14734572.45,38400000,38100000,31700000,46300000,27500000,4.9e+07,38400000,38100000,31700000,46300000,27500000,4.9e+07,11500000,11500000,9520000,13900000,8260000,14700000,2,2,2,2,2,TRUE,TRUE
"California Gnatcatcher",7530,341626.56587473,240831.533477322,81622.030237581,692874.730021598,47217.6025917927,945412.52699784,341626.56587473,240831.533477322,81622.030237581,692874.730021598,47217.6025917927,945412.52699784,15817.31,11150.5,3779.1,32080.1,2186.175,43772.6,342000,241000,81600,693000,47200,945000,342000,241000,81600,693000,47200,945000,15800,11200,3780,32100,2190,43800,4,4,3,5,3,FALSE,FALSE
"Townsend's Solitaire",7540,3973118.03519062,3941788.85630499,3548956.43066611,4481125.89023879,3376534.82404692,4668405.63468789,3973118.03519062,3941788.85630499,3548956.43066611,4481125.89023879,3376534.82404692,4668405.63468789,3793533.1,3763620,3388543.6,4278579,3223915.45,4457393.7,3970000,3940000,3550000,4480000,3380000,4670000,3970000,3940000,3550000,4480000,3380000,4670000,3790000,3760000,3390000,4280000,3220000,4460000,3,3,3,3,3,TRUE,TRUE
"Wood Thrush",7550,32573861.98,32583957,31467134.7,33457003.1,31095128.8,33902929.875,32573861.98,32583957,31467134.7,33457003.1,31095128.8,33902929.875,32573861.98,32583957,31467134.7,33457003.1,31095128.8,33902929.875,32600000,32600000,31500000,33500000,31100000,33900000,32600000,32600000,31500000,33500000,31100000,33900000,32600000,32600000,31500000,33500000,31100000,33900000,2,2,2,2,2,TRUE,TRUE
"Veery",7560,38537655.41,38482939.5,36259737.7,40856584.9,35096496.6,42048544.95,38537655.41,38482939.5,36259737.7,40856584.9,35096496.6,42048544.95,38537655.41,38482939.5,36259737.7,40856584.9,35096496.6,42048544.95,38500000,38500000,36300000,40900000,35100000,4.2e+07,38500000,38500000,36300000,40900000,35100000,4.2e+07,38500000,38500000,36300000,40900000,35100000,4.2e+07,2,2,2,2,2,TRUE,TRUE
"Gray-cheeked Thrush",7570,77802345.2,79303167.7777778,61387457.4444444,92212278.2222222,54430847.8055556,104835346.944444,70022110.68,71372851,55248711.7,82991050.4,48987763.025,94351812.25,70022110.68,71372851,55248711.7,82991050.4,48987763.025,94351812.25,77800000,79300000,61400000,92200000,54400000,1.05e+08,7e+07,71400000,55200000,8.3e+07,4.9e+07,94400000,7e+07,71400000,55200000,8.3e+07,4.9e+07,94400000,1,1,1,1,1,TRUE,TRUE
"Swainson's Thrush",7580,481640421.88,482452972,456525342.2,506134180.7,444989640.55,526941850.225,481640421.88,482452972,456525342.2,506134180.7,444989640.55,526941850.225,481640421.88,482452972,456525342.2,506134180.7,444989640.55,526941850.225,4.82e+08,4.82e+08,4.57e+08,5.06e+08,4.45e+08,5.27e+08,4.82e+08,4.82e+08,4.57e+08,5.06e+08,4.45e+08,5.27e+08,4.82e+08,4.82e+08,4.57e+08,5.06e+08,4.45e+08,5.27e+08,1,1,1,1,1,TRUE,TRUE
"Hermit Thrush",7590,115099911.761176,113193432.343234,101797027.30273,134725098.809881,95223320.1320132,141199406.915692,115099911.761176,113193432.343234,101797027.30273,134725098.809881,95223320.1320132,141199406.915692,115088401.77,113182113,101786847.6,134711626.3,95213797.8,141185286.975,1.15e+08,1.13e+08,1.02e+08,1.35e+08,95200000,1.41e+08,1.15e+08,1.13e+08,1.02e+08,1.35e+08,95200000,1.41e+08,1.15e+08,1.13e+08,1.02e+08,1.35e+08,95200000,1.41e+08,1,1,1,1,1,TRUE,TRUE
"American Robin",7610,997413732.168265,997489273.636457,980783521.290855,1016846819.15661,968031101.170224,1024123575.96144,997413732.168265,997489273.636457,980783521.290855,1016846819.15661,968031101.170224,1024123575.96144,967391578.83,967464846.5,951261937.3,986239729.9,938893365.025,993297456.325,9.97e+08,9.97e+08,9.81e+08,1.02e+09,9.68e+08,1.02e+09,9.97e+08,9.97e+08,9.81e+08,1.02e+09,9.68e+08,1.02e+09,9.67e+08,9.67e+08,9.51e+08,9.86e+08,9.39e+08,9.93e+08,1,1,1,1,1,TRUE,TRUE
"Varied Thrush",7630,57522867.04,57476892,50681490.7,64448635.2,47217000.775,70164419.2749999,57522867.04,57476892,50681490.7,64448635.2,47217000.775,70164419.2749999,57522867.04,57476892,50681490.7,64448635.2,47217000.775,70164419.2749999,57500000,57500000,50700000,64400000,47200000,70200000,57500000,57500000,50700000,64400000,47200000,70200000,57500000,57500000,50700000,64400000,47200000,70200000,1,1,1,2,1,TRUE,TRUE
"Bluethroat",7640,15061965.1724138,14781810.3448276,5994693.10344828,24275189.6551724,4434957.75862069,26558394.8275862,436796.99,428672.5,173846.1,703980.5,128613.775,770193.45,436796.99,428672.5,173846.1,703980.5,128613.775,770193.45,15100000,14800000,5990000,24300000,4430000,26600000,437000,429000,174000,704000,129000,770000,437000,429000,174000,704000,129000,770000,2,2,2,3,2,FALSE,FALSE
"Northern Wheatear",7650,148729.2,121490,35323,300116,4868.75,398670,14872.92,12149,3532.3,30011.6,486.875,39867,14872.92,12149,3532.3,30011.6,486.875,39867,149000,121000,35300,3e+05,4870,399000,14900,12100,3530,30000,487,39900,14900,12100,3530,30000,487,39900,4,5,4,5,4,FALSE,FALSE
"Eastern Bluebird",7660,134379175.172176,134565582.529844,130230484.848485,138589237.373737,128883802.25551,139638346.590909,134379175.172176,134565582.529844,130230484.848485,138589237.373737,128883802.25551,139638346.590909,117071137.41,117233535.5,113456798.4,120738943.6,112283568.525,121652927.55,1.34e+08,1.35e+08,1.3e+08,1.39e+08,1.29e+08,1.4e+08,1.34e+08,1.35e+08,1.3e+08,1.39e+08,1.29e+08,1.4e+08,1.17e+08,1.17e+08,1.13e+08,1.21e+08,1.12e+08,1.22e+08,1,1,1,1,1,TRUE,TRUE
"Western Bluebird",7670,30417718.2585518,30343334.8141567,25942387.8276322,34631611.1357915,24426025.951429,36443233.2666963,30417718.2585518,30343334.8141567,25942387.8276322,34631611.1357915,24426025.951429,36443233.2666963,20541085.14,20490854,17518894.5,23386727,16494895.325,24610115.425,30400000,30300000,25900000,34600000,24400000,36400000,30400000,30300000,25900000,34600000,24400000,36400000,20500000,20500000,17500000,23400000,16500000,24600000,2,2,2,2,2,TRUE,TRUE
"Mountain Bluebird",7680,23346110.83,23287240,21496074.4,25192194.9,20482654.2,26484236.675,23346110.83,23287240,21496074.4,25192194.9,20482654.2,26484236.675,23346110.83,23287240,21496074.4,25192194.9,20482654.2,26484236.675,23300000,23300000,21500000,25200000,20500000,26500000,23300000,23300000,21500000,25200000,20500000,26500000,23300000,23300000,21500000,25200000,20500000,26500000,2,2,2,2,2,TRUE,TRUE
"Eurasian Collared-Dove",22860,692696651.646091,697223549.382716,654523148.148148,725172094.650206,636229860.082305,746394760.802469,34670501.822863,34897079.8146241,32759860.9680742,36295946.2409887,31844254.5829042,37358172.3738414,33665057.27,33885064.5,31809825,35243363.8,30920771.2,36274785.375,6.93e+08,6.97e+08,6.55e+08,7.25e+08,6.36e+08,7.46e+08,34700000,34900000,32800000,36300000,31800000,37400000,33700000,33900000,31800000,35200000,30900000,36300000,1,1,1,1,1,TRUE,TRUE
