cn,aou,TimeAdj.meanlog,Dist2,Pair2,order,family,genus,family_TimeAdj.meanlog,family_Dist2,family_Pair2,genus_TimeAdj.meanlog,genus_Dist2,genus_Pair2,order_TimeAdj.meanlog,order_Dist2,order_Pair2,Pair2_final,Dist2_final,TimeAdj.meanlog_final,C_t,C_d,C_p,PIF_adj_birds_km2
Eastern Whip-poor-will,4171,3.32522679,300,2,Caprimulgiformes,Caprimulgidae,Antrostomus,2.9320942861666666,300,2,3.3184493656666665,300,2,2.9320942861666666,300,2,2,300,3.32522679,27.805303892528613,0.07073559001086145,2,3.933649152538628
Eastern Wood-Pewee,4610,0.110277554,200,2,Passeriformes,Tyrannidae,Contopus,0.3035152834285714,167.85714285714286,1.9285714285714286,0.11120026799999999,225,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.110277554,1.1165879409033408,0.15915507752443822,2,0.3554212805946481
Eurasian Collared-Dove,22860,0.353765248,200,1.75,Columbiformes,Columbidae,Streptopelia,0.34525120416666666,187.5,1.5,0.353765248,200,1.75,0.34525120416666666,187.5,1.5,1.75,200,0.353765248,1.4244207616053417,0.15915507752443822,1.75,0.3967316442962556
Eurasian Tree Sparrow,6883,0.237386145,125,1.75,Passeriformes,Passeridae,Passer,0.23733076749999998,125,1.375,0.23733076749999998,125,1.375,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.237386145,1.267930628330651,0.407436998462562,1.75,0.9040532365651337
European Starling,4930,0.455644428,200,1,Passeriformes,Sturnidae,Sturnus,0.455644428,200,1,0.455644428,200,1,0.31361236473835125,159.56989247311827,1.793010752688172,1,200,0.455644428,1.5771894406476978,0.15915507752443822,1,0.2510177076970097
Evening Grosbeak,5140,0.252268742,125,1.75,Passeriformes,Fringillidae,Coccothraustes,0.2552985766,123.33333333333333,1.7,0.252268742,125,1.75,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.252268742,1.2869418461416933,0.407436998462562,1.75,0.9176085152287194
Ferruginous Hawk,3480,0.136893402,300,1.25,Accipitriformes,Accipitridae,Buteo,0.43029992788235294,269.11764705882354,1.6911764705882353,0.40186650542857144,260.7142857142857,1.7142857142857142,0.43415746855555554,270.8333333333333,1.6666666666666667,1.25,300,0.136893402,1.1467059054489714,0.07073559001086145,1.25,0.10139114848859013
Field Sparrow,5630,0.080762136,200,2,Passeriformes,Passerellidae,Spizella,0.49209269541463413,161.58536585365854,1.8841463414634145,0.443275755,170,1.95,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.080762136,1.0841129944418508,0.15915507752443822,2,0.34508417535128727
Fish Crow,4900,0.487620817,400,1.25,Passeriformes,Corvidae,Corvus,0.25450411287499997,270.3125,1.359375,0.39157398499999996,400,1.4375,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,400,0.487620817,1.6284372571651435,0.039788769381109555,1.25,0.08099189309618811
Fox Sparrow,5850,0.088786254,200,2,Passeriformes,Passerellidae,Passerella,0.49209269541463413,161.58536585365854,1.8841463414634145,0.088786254,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.088786254,1.0928470396765648,0.15915507752443822,2,0.34786431064415296
Gambel's Quail,2950,0.617677484,200,1.75,Galliformes,Odontophoridae,Callipepla,0.4798636745,216.66666666666666,1.6666666666666667,0.5123414333333334,200,1.6666666666666667,0.4669907040454545,205.6818181818182,1.8295454545454546,1.75,200,0.617677484,1.8546156614509821,0.15915507752443822,1.75,0.5165501239084695
Gila Woodpecker,4110,0.327182639,200,1,Piciformes,Picidae,Melanerpes,0.30280097036363635,160.22727272727272,1.5909090909090908,0.3141653088333333,200,1.375,0.30280097036363635,160.22727272727272,1.5909090909090908,1,200,0.327182639,1.3870547843464724,0.15915507752443822,1,0.22075681173330575
Gilded Flicker,4140,0.262542044,200,1.25,Piciformes,Picidae,Colaptes,0.30280097036363635,160.22727272727272,1.5909090909090908,0.2628239415,200,1.25,0.30280097036363635,160.22727272727272,1.5909090909090908,1.25,200,0.262542044,1.3002311339370944,0.15915507752443822,1.25,0.2586729836518081
Golden Eagle,3490,0.42719715,400,1.75,Accipitriformes,Accipitridae,Aquila,0.43029992788235294,269.11764705882354,1.6911764705882353,0.42719715,400,1.75,0.43415746855555554,270.8333333333333,1.6666666666666667,1.75,400,0.42719715,1.5329548539839009,0.039788769381109555,1.75,0.10674017752443134
Golden-crowned Kinglet,7480,0.19966966,50,2,Passeriformes,Regulidae,Regulus,0.167757248,87.5,2,0.19966966,50,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,50,0.19966966,1.2209993466081936,2.5464812403910115,2,6.218503861334895
Golden-crowned Sparrow,5570,0.238439032,200,2,Passeriformes,Passerellidae,Zonotrichia,0.49209269541463413,161.58536585365854,1.8841463414634145,0.5948188556666667,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.238439032,1.2692663190484264,0.15915507752443822,2,0.4040203588146213
Golden-fronted Woodpecker,4100,0.327182639,200,1,Piciformes,Picidae,Melanerpes,0.30280097036363635,160.22727272727272,1.5909090909090908,0.3141653088333333,200,1.375,0.30280097036363635,160.22727272727272,1.5909090909090908,1,200,0.327182639,1.3870547843464724,0.15915507752443822,1,0.22075681173330575
Golden-winged Warbler,6420,0.133705003,125,2,Passeriformes,Parulidae,Vermivora,0.18184772991489362,125.42553191489361,2,0.189559564,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.133705003,1.1430555719390065,0.407436998462562,2,0.9314462626134719
Grace's Warbler,6640,0.152835663,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.152835663,1.1651334886665732,0.407436998462562,2,0.9494369828610442
Grasshopper Sparrow,5460,0.391507599,125,2,Passeriformes,Passerellidae,Ammodramus,0.49209269541463413,161.58536585365854,1.8841463414634145,0.391507599,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.391507599,1.4792091679757322,0.407436998462562,2,1.205369086996672
Gray Catbird,7040,0.424676515,125,2,Passeriformes,Mimidae,Dumetella,0.19060758960000002,192.5,1.85,0.424676515,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.424676515,1.5290957001279624,0.407436998462562,2,1.2460203248442936
Gray Flycatcher,4691,0.253852676,125,2,Passeriformes,Tyrannidae,Empidonax,0.3035152834285714,167.85714285714286,1.9285714285714286,0.218500693375,121.875,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.253852676,1.2889818923105505,0.407436998462562,2,1.050357826551208
Gray Kingbird,4450,0.287611169,200,1.75,Passeriformes,Tyrannidae,Tyrannus,0.3035152834285714,167.85714285714286,1.9285714285714286,0.328694848,189.28571428571428,1.9285714285714286,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,200,0.287611169,1.3332387987490792,0.15915507752443822,1.75,0.37133551765362255
Gray Partridge,2881,0.255873113,125,2,Galliformes,Phasianidae,Perdix,0.4597494906,195,1.8833333333333333,0.255873113,125,2,0.4669907040454545,205.6818181818182,1.8295454545454546,2,125,0.255873113,1.2915888317096842,0.407436998462562,2,1.0524821536791216
Gray Vireo,6340,0.252790135,125,2,Passeriformes,Vireonidae,Vireo,0.2619165115384615,125,2,0.2619165115384615,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.252790135,1.28761302357008,0.407436998462562,2,1.049242371009395
Gray-cheeked Thrush,7570,0.440536327,125,2,Passeriformes,Turdidae,Catharus,0.5218871619166666,181.25,1.9583333333333333,0.446013549,185,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.440536327,1.553540200671163,0.407436998462562,2,1.2659395127047697
Great Crested Flycatcher,4520,0.223953898,200,1.75,Passeriformes,Tyrannidae,Myiarchus,0.3035152834285714,167.85714285714286,1.9285714285714286,0.24873661,200,1.75,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,200,0.223953898,1.251013343881714,0.15915507752443822,1.75,0.3484339700268015
Great Gray Owl,3700,0.788077555,200,2,Strigiformes,Strigidae,Strix,1.5650317498,181.66666666666666,1.9666666666666666,1.92480451,200,2,1.5697160733125,182.8125,1.96875,2,200,0.788077555,2.199164586855845,0.15915507752443822,2,0.7000164206200823
Great Horned Owl,3750,2.450156066,300,2,Strigiformes,Strigidae,Bubo,1.5650317498,181.66666666666666,1.9666666666666666,2.450156066,300,2,1.5697160733125,182.8125,1.96875,2,300,2.450156066,11.590155407276153,0.07073559001086145,2,1.63967296210251
Great-tailed Grackle,5120,0.355734022,200,1,Passeriformes,Icteridae,Quiscalus,0.2590635304,162.5,1.5125,0.46398549366666664,200,1.1666666666666667,0.31361236473835125,159.56989247311827,1.793010752688172,1,200,0.355734022,1.4272278865564418,0.15915507752443822,1,0.22715056492993063
Greater Prairie-Chicken,3050,0.30719296,200,2,Galliformes,Phasianidae,Tympanuchus,0.4597494906,195,1.8833333333333333,0.30719139100000004,200,2,0.4669907040454545,205.6818181818182,1.8295454545454546,2,200,0.30719296,1.3596032918133605,0.15915507752443822,2,0.4327755346220736
Greater Roadrunner,3850,0.413389213,200,2,Cuculiformes,Cuculidae,Geococcyx,0.329862399,185,1.85,0.413389213,200,2,0.329862399,185,1.85,2,200,0.413389213,1.5119333755548057,0.15915507752443822,2,0.48126374719642134
Green Jay,4830,0.196506623,200,1.5,Passeriformes,Corvidae,Cyanocorax,0.25450411287499997,270.3125,1.359375,0.196506623,200,1.5,0.31361236473835125,159.56989247311827,1.793010752688172,1.5,200,0.196506623,1.2171433819921185,0.15915507752443822,1.5,0.2905718239789688
Green-tailed Towhee,5900,0.634658223,200,2,Passeriformes,Passerellidae,Pipilo,0.49209269541463413,161.58536585365854,1.8841463414634145,0.581845691,150,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.634658223,1.8863773108927016,0.15915507752443822,2,0.6004530543109384
Gyrfalcon,3540,0.26349032,300,1.5,Falconiformes,Falconidae,Falco,0.2573103881666667,254.16666666666666,1.5,0.2560723988,245,1.6,0.2573103881666667,254.16666666666666,1.5,1.5,300,0.26349032,1.3014646967024044,0.07073559001086145,1.5,0.13808980979932714
Hairy Woodpecker,3930,0.249314168,125,2,Piciformes,Picidae,Dryobates,0.30280097036363635,160.22727272727272,1.5909090909090908,0.2858223914285714,125,1.8214285714285714,0.30280097036363635,160.22727272727272,1.5909090909090908,2,125,0.249314168,1.2831450928797887,0.407436998462562,2,1.045601570469813
Hammond's Flycatcher,4680,0.383876374,100,2,Passeriformes,Tyrannidae,Empidonax,0.3035152834285714,167.85714285714286,1.9285714285714286,0.218500693375,121.875,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,100,0.383876374,1.4679639519522718,0.6366203100977529,2,1.8690713326083561
Harris's Hawk,3350,0.393264523,300,1.5,Accipitriformes,Accipitridae,Parabuteo,0.43029992788235294,269.11764705882354,1.6911764705882353,0.393264523,300,1.5,0.43415746855555554,270.8333333333333,1.6666666666666667,1.5,300,0.393264523,1.4818103103996483,0.07073559001086145,1.5,0.15722508988544528
Henslow's Sparrow,5470,0.678606158,125,2,Passeriformes,Passerellidae,Centronyx,0.49209269541463413,161.58536585365854,1.8841463414634145,0.5132458655000001,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.678606158,1.9711283750742585,0.407436998462562,2,1.606221257449286
Hepatic Tanager,6090,0.249492464,125,2,Passeriformes,Cardinalidae,Piranga,0.3107701992142857,157.14285714285714,1.9285714285714286,0.2693710535,162.5,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.249492464,1.2833738929137282,0.407436998462562,2,1.0457880136679658
Hermit Thrush,7590,0.34889321,200,2,Passeriformes,Turdidae,Catharus,0.5218871619166666,181.25,1.9583333333333333,0.446013549,185,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.34889321,1.4174978076681712,0.15915507752443822,2,0.45120394694029803
Hermit Warbler,6690,0.169558798,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.169558798,1.1847820077976385,0.407436998462562,2,0.9654480501790351
Hoary Redpoll,5270,0.195275926,125,2,Passeriformes,Fringillidae,Acanthis,0.2552985766,123.33333333333333,1.7,0.19522528449999998,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.195275926,1.215646368657191,0.407436998462562,2,0.990598615275198
Hooded Oriole,5050,0.134838091,125,1.75,Passeriformes,Icteridae,Icterus,0.2590635304,162.5,1.5125,0.15079328057142857,125,1.7857142857142858,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.134838091,1.144351488546031,0.407436998462562,1.75,0.8159394874388797
Hooded Warbler,6840,0.165781479,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.165781479,1.1803151498934867,0.407436998462562,2,0.9618081238249824
Horned Lark,4740,0.319579262,200,2,Passeriformes,Alaudidae,Eremophila,0.319579262,200,2,0.319579262,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.319579262,1.3765484762274514,0.15915507752443822,2,0.43816935890025466
House Finch,5190,0.106257564,125,1.75,Passeriformes,Fringillidae,Haemorhous,0.2552985766,123.33333333333333,1.7,0.20164655933333334,125,1.9166666666666667,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.106257564,1.1121082786781926,0.407436998462562,1.75,0.7929496033025162
House Sparrow,6882,0.23727539,125,1,Passeriformes,Passeridae,Passer,0.23733076749999998,125,1.375,0.23733076749999998,125,1.375,0.31361236473835125,159.56989247311827,1.793010752688172,1,125,0.23727539,1.2677902064502666,0.407436998462562,1,0.5165446363963284
House Wren,7210,0.157442539,125,2,Passeriformes,Troglodytidae,Troglodytes,0.4242149559,177.5,1.825,0.37400420700000003,175,1.8333333333333333,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.157442539,1.1705134971732145,0.407436998462562,2,0.953821011896342
Hutton's Vireo,6320,0.412118002,125,2,Passeriformes,Vireonidae,Vireo,0.2619165115384615,125,2,0.2619165115384615,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.412118002,1.5100126103241376,0.407436998462562,2,1.2304700111821698
Inca Dove,3210,0.259561594,125,1.25,Columbiformes,Columbidae,Columbina,0.34525120416666666,187.5,1.5,0.259561594,125,1.25,0.34525120416666666,187.5,1.5,1.25,125,0.259561594,1.2963616293508506,0.407436998462562,1.25,0.6602321139809336
Indigo Bunting,5980,0.334016374,125,2,Passeriformes,Cardinalidae,Passerina,0.3107701992142857,157.14285714285714,1.9285714285714286,0.3150274996,125,1.9,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.334016374,1.3965660107591513,0.407436998462562,2,1.1380253271570853
Juniper Titmouse,7331,0.161396989,200,1.25,Passeriformes,Paridae,Baeolophus,0.2054622081,153.5,1.375,0.172999604,200,1.35,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,200,0.161396989,1.1751513984025381,0.15915507752443822,1.25,0.23378913989463493
Kentucky Warbler,6770,0.165429467,125,2,Passeriformes,Parulidae,Geothlypis,0.18184772991489362,125.42553191489361,2,0.171356885,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.165429467,1.1798997379162324,0.407436998462562,2,0.9614696154067065
Ladder-backed Woodpecker,3960,0.335269007,125,2,Piciformes,Picidae,Dryobates,0.30280097036363635,160.22727272727272,1.5909090909090908,0.2858223914285714,125,1.8214285714285714,0.30280097036363635,160.22727272727272,1.5909090909090908,2,125,0.335269007,1.398316491557025,0.407436998462562,2,1.1394517484413893
Lapland Longspur,5360,0.479198426,200,1.75,Passeriformes,Calcariidae,Calcarius,0.4782348028,200,1.6,0.4786790906666667,200,1.5833333333333333,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,200,0.479198426,1.6147795180121087,0.15915507752443822,1.75,0.4497506289046613
Lark Bunting,6050,0.286366646,200,1,Passeriformes,Passerellidae,Calamospiza,0.49209269541463413,161.58536585365854,1.8841463414634145,0.286366646,200,1,0.31361236473835125,159.56989247311827,1.793010752688172,1,200,0.286366646,1.331580584456482,0.15915507752443822,1,0.21192781114920817
Lark Sparrow,5520,0.14314708,200,1.5,Passeriformes,Passerellidae,Chondestes,0.49209269541463413,161.58536585365854,1.8841463414634145,0.14314708,200,1.5,0.31361236473835125,159.56989247311827,1.793010752688172,1.5,200,0.14314708,1.1538995047248966,0.15915507752443822,1.5,0.27547344769485266
Lawrence's Goldfinch,5310,0.312388451,125,1.75,Passeriformes,Fringillidae,Spinus,0.2552985766,123.33333333333333,1.7,0.31119874825,118.75,1.5625,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.312388451,1.366685480271885,0.407436998462562,1.75,0.9744669023675983
Lazuli Bunting,5990,0.253922015,125,2,Passeriformes,Cardinalidae,Passerina,0.3107701992142857,157.14285714285714,1.9285714285714286,0.3150274996,125,1.9,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.253922015,1.289071272124699,0.407436998462562,2,1.0504306598376076
Least Flycatcher,4670,0.087097838,125,2,Passeriformes,Tyrannidae,Empidonax,0.3035152834285714,167.85714285714286,1.9285714285714286,0.218500693375,121.875,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.087097838,1.0910034160889794,0.407436998462562,2,0.8890303143273908
LeConte's Sparrow,5480,0.705896323,125,2,Passeriformes,Passerellidae,Ammospiza,0.49209269541463413,161.58536585365854,1.8841463414634145,0.54803626175,125,1.625,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.705896323,2.0256615184715407,0.407436998462562,2,1.6506588979743202
LeConte's Thrasher,7110,0.151208587,200,1.75,Passeriformes,Mimidae,Toxostoma,0.19060758960000002,192.5,1.85,0.1693725632857143,200,1.8571428571428572,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,200,0.151208587,1.16323926936764,0.15915507752443822,1.75,0.3239870131674359
Lesser Goldfinch,5300,0.300588294,125,1.75,Passeriformes,Fringillidae,Spinus,0.2552985766,123.33333333333333,1.7,0.31119874825,118.75,1.5625,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.300588294,1.3506531550453627,0.407436998462562,1.75,0.9630356180474259
Lesser Nighthawk,4210,2.125465631,300,2,Caprimulgiformes,Caprimulgidae,Chordeiles,2.9320942861666666,300,2,2.1380059905,300,2,2.9320942861666666,300,2,2,300,2.125465631,8.376797076571735,0.07073559001086145,2,1.1850753672251222
Lewis's Woodpecker,4080,0.327182639,200,1.5,Piciformes,Picidae,Melanerpes,0.30280097036363635,160.22727272727272,1.5909090909090908,0.3141653088333333,200,1.375,0.30280097036363635,160.22727272727272,1.5909090909090908,1.5,200,0.327182639,1.3870547843464724,0.15915507752443822,1.5,0.3311352175999587
Lincoln's Sparrow,5830,0.650857783,125,2,Passeriformes,Passerellidae,Melospiza,0.49209269541463413,161.58536585365854,1.8841463414634145,0.5113948663333333,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.650857783,1.9171846522938696,0.407436998462562,2,1.5622639204582096
Loggerhead Shrike,6220,0.257515395,125,1.25,Passeriformes,Laniidae,Lanius,0.257524551,162.5,1.5,0.257524551,162.5,1.5,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,125,0.257515395,1.293711727519053,0.407436998462562,1.25,0.6588825289202236
Long-billed Thrasher,7060,0.151208587,200,2,Passeriformes,Mimidae,Toxostoma,0.19060758960000002,192.5,1.85,0.1693725632857143,200,1.8571428571428572,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.151208587,1.16323926936764,0.15915507752443822,2,0.3702708721913553
Long-eared Owl,3660,0.950630863,125,2,Strigiformes,Strigidae,Asio,1.5650317498,181.66666666666666,1.9666666666666666,0.6660156845,162.5,1.875,1.5697160733125,182.8125,1.96875,2,125,0.950630863,2.587341402517739,0.407436998462562,2,2.108357230079486
Louisiana Waterthrush,6760,0.327908312,200,2,Passeriformes,Parulidae,Parkesia,0.18184772991489362,125.42553191489361,2,0.21843553049999997,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.327908312,1.3880616978537794,0.15915507752443822,2,0.44183413426124324
Lucy's Warbler,6430,0.213627285,125,2,Passeriformes,Parulidae,Leiothlypis,0.18184772991489362,125.42553191489361,2,0.1971782634,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.213627285,1.2381610875725275,0.407436998462562,2,1.008945274267384
MacGillivray's Warbler,6800,0.154940761,125,2,Passeriformes,Parulidae,Geothlypis,0.18184772991489362,125.42553191489361,2,0.171356885,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.154940761,1.1675887922639339,0.407436998462562,2,0.9514377459170901
Magnolia Warbler,6570,0.128230092,125,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.128230092,1.1368145445387456,0.407436998462562,2,0.926360611670902
Marsh Wren,7250,0.865362685,125,2,Passeriformes,Troglodytidae,Cistothorus,0.4242149559,177.5,1.825,0.662435619,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.865362685,2.375867621282927,0.407436998462562,2,1.9360327447198054
Thick-billed Longspur,5390,0.477568371,200,1.5,Passeriformes,Calcariidae,Rhynchophanes,0.4782348028,200,1.6,0.477568371,200,1.5,0.31361236473835125,159.56989247311827,1.793010752688172,1.5,200,0.477568371,1.612149482718317,0.15915507752443822,1.5,0.384872663854525
Merlin,3570,0.136416034,125,2,Falconiformes,Falconidae,Falco,0.2573103881666667,254.16666666666666,1.5,0.2560723988,245,1.6,0.2573103881666667,254.16666666666666,1.5,2,125,0.136416034,1.146158635379301,0.407436998462562,2,0.9339748683217768
Mexican Jay,4820,0.162911473,200,1.25,Passeriformes,Corvidae,Aphelocoma,0.25450411287499997,270.3125,1.359375,0.16282873650000002,200,1.3125,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,200,0.162911473,1.1769324947735387,0.15915507752443822,1.25,0.23414347805839128
Mississippi Kite,3290,1.03847348,300,1.75,Accipitriformes,Accipitridae,Ictinia,0.43029992788235294,269.11764705882354,1.6911764705882353,1.03847348,300,1.75,0.43415746855555554,270.8333333333333,1.6666666666666667,1.75,300,1.03847348,2.8249014527284086,0.07073559001086145,1.75,0.34968687421724637
Monk Parakeet,3824,0.336241881,125,1.5,Psittaciformes,Psittacidae,Myiopsitta,0.336241881,125,1.5,0.336241881,125,1.5,0.336241881,125,1.5,1.5,125,0.336241881,1.3996775392720484,0.407436998462562,1.5,0.8554206231247022
Mountain Bluebird,7680,0.561682314,200,2,Passeriformes,Turdidae,Sialia,0.5218871619166666,181.25,1.9583333333333333,0.47324022033333335,150,1.8333333333333333,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.561682314,1.7536201599020746,0.15915507752443822,2,0.5581951049952649
Mountain Chickadee,7380,0.281720767,125,1.25,Passeriformes,Paridae,Poecile,0.2054622081,153.5,1.375,0.2379248122,107,1.4,0.31361236473835125,159.56989247311827,1.793010752688172,1.25,125,0.281720767,1.325408570498855,0.407436998462562,1.25,0.6750256121257605
Mountain Quail,2920,0.40626839,300,2,Galliformes,Odontophoridae,Oreortyx,0.4798636745,216.66666666666666,1.6666666666666667,0.40626839,300,2,0.4669907040454545,205.6818181818182,1.8295454545454546,2,300,0.40626839,1.5012054069137095,0.07073559001086145,2,0.2123773003710732
Mourning Dove,3160,0.316423592,200,1.75,Columbiformes,Columbidae,Zenaida,0.34525120416666666,187.5,1.5,0.23549225149999997,200,1.625,0.34525120416666666,187.5,1.5,1.75,200,0.316423592,1.3722113903025943,0.15915507752443822,1.75,0.38219021785617147
Mourning Warbler,6790,0.259959923,125,2,Passeriformes,Parulidae,Geothlypis,0.18184772991489362,125.42553191489361,2,0.171356885,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.259959923,1.296878110640217,0.407436998462562,2,1.0567922495420967
Nashville Warbler,6450,0.213572778,125,2,Passeriformes,Parulidae,Leiothlypis,0.18184772991489362,125.42553191489361,2,0.1971782634,125,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.213572778,1.2380936009653902,0.407436998462562,2,1.0088902811860871
Nelson's Sparrow,5491,0.571305714,125,2,Passeriformes,Passerellidae,Ammospiza,0.49209269541463413,161.58536585365854,1.8841463414634145,0.54803626175,125,1.625,0.31361236473835125,159.56989247311827,1.793010752688172,2,125,0.571305714,1.7705774104843675,0.407436998462562,2,1.4427974913467323
Northern Cardinal,5930,0.866690425,200,2,Passeriformes,Cardinalidae,Cardinalis,0.3107701992142857,157.14285714285714,1.9285714285714286,0.5197724450000001,200,1.875,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.866690425,2.3790242508863706,0.15915507752443822,2,0.7572675781646777
Northern Flicker,4123,0.263105839,200,1.25,Piciformes,Picidae,Colaptes,0.30280097036363635,160.22727272727272,1.5909090909090908,0.2628239415,200,1.25,0.30280097036363635,160.22727272727272,1.5909090909090908,1.25,200,0.263105839,1.30096440443695,0.15915507752443822,1.25,0.2588188633058717
Northern Goshawk,NA,0.350349154,125,2,NA,NA,NA,0.321503194,177.77777777777777,1.6388888888888888,0.321503194,177.77777777777777,1.6388888888888888,0.321503194,177.77777777777777,1.6388888888888888,2,125,0.350349154,1.419563108212396,0.407436998462562,2,1.1567650638764875
Northern Harrier,3310,0.222768112,300,2,Accipitriformes,Accipitridae,Circus,0.43029992788235294,269.11764705882354,1.6911764705882353,0.222768112,300,2,0.43415746855555554,270.8333333333333,1.6666666666666667,2,300,0.222768112,1.249530788942888,0.07073559001086145,2,0.17677259518522476
Northern Mockingbird,7030,0.099038838,200,1.5,Passeriformes,Mimidae,Mimus,0.19060758960000002,192.5,1.85,0.099038838,200,1.5,0.31361236473835125,159.56989247311827,1.793010752688172,1.5,200,0.099038838,1.1041091801185163,0.15915507752443822,1.5,0.2635868732358096
Northern Parula,6480,0.165653455,100,2,Passeriformes,Parulidae,Setophaga,0.18184772991489362,125.42553191489361,2,0.16679025575,116.45833333333333,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,100,0.165653455,1.180164050899092,0.6366203100977529,2,1.5026328080992004
Northern Pygmy-Owl,3790,1.056103865,200,2,Strigiformes,Strigidae,Glaucidium,1.5650317498,181.66666666666666,1.9666666666666666,1.056103865,200,2,1.5697160733125,182.8125,1.96875,2,200,1.056103865,2.875147177175246,0.15915507752443822,2,0.915188543754992
Northern Rough-winged Swallow,6170,0.303402591,125,1.75,Passeriformes,Hirundinidae,Stelgidopteryx,0.376730184375,190.625,1.34375,0.303402591,125,1.75,0.31361236473835125,159.56989247311827,1.793010752688172,1.75,125,0.303402591,1.354459647956067,0.407436998462562,1.75,0.965749703628287
Northern Waterthrush,6750,0.108962749,200,2,Passeriformes,Parulidae,Parkesia,0.18184772991489362,125.42553191489361,2,0.21843553049999997,200,2,0.31361236473835125,159.56989247311827,1.793010752688172,2,200,0.108962749,1.115120810202446,0.15915507752443822,2,0.3549542779937693
Northwestern Crow,NA,0.438962554,400,1.5,NA,NA,NA,0.321503194,177.77777777777777,1.6388888888888888,0.321503194,177.77777777777777,1.6388888888888888,0.321503194,177.77777777777777,1.6388888888888888,1.5,400,0.438962554,1.5510972039143263,0.039788769381109555,1.5,0.09257437340134649
